103;43,472779;-0,344586;En cours;non;Assistance et coups de pouce;MSAP de Thèze (bureau de poste);Rue des Pyrénées|64450 Thèze |Mail. msap.theze-bastides-du-bearn@laposte.fr|**Horaires d'ouverture :**|Mardi : 9h-12h et 13h30-16h30|Mercredi : 9h-12h et 13h30-17h30|Jeudi : 9h-12h et 13h30-17h30|Vendredi : 9h-12h et 13h30-17h30|Samedi : 9h-12h|*Actions proposées :**|- Accès à un îlot de services  ( ordinateur + scan + imprimante ) dans la salle du public  avec un accès aux  services numériques des partenaires. Possibilité de s’isoler dans un bureau pour connexion skype  à partir d’une tablette mise à disposition avec un référent pour chacun des partenaires mais  sur rendez-vous.|- Assistance du chargé de clientèle si nécessaire.|[[https://drive.google.com/file/d/1xDRo8SppYMm-qQ0pVhH_nTJKgO5fVAf6/view?usp=sharing|Plus d'informations]]|**Publics :**|Tous publics;MSAP;;64450;THÈZE;|Mardi : 9h-12h et 13h30-16h30|Mercredi : 9h-12h et 13h30-17h30|Jeudi : 9h-12h et 13h30-17h30|Vendredi : 9h-12h et 13h30-17h30|Samedi : 9h-12h|[[https://drive.google.com/file/d/1xDRo8SppYMm-qQ0pVhH_nTJKgO5fVAf6/view?usp=sharing|Plus d'informations]]|;- Accès à un îlot de services  ( ordinateur + scan + imprimante ) dans la salle du public  avec un accès aux  services numériques des partenaires. Possibilité de s’isoler dans un bureau pour connexion skype  à partir d’une tablette mise à disposition avec un référent pour chacun des partenaires mais  sur rendez-vous.|- Assistance du chargé de clientèle si nécessaire.;Tout public;;;msap.theze-bastides-du-bearn@laposte.fr|;;https://drive.google.com/file/d/1xDRo8SppYMm-qQ0pVhH_nTJKgO5fVAf6/view?usp=sharing|Plus d'informations];;;;;
26;43,175033;-1,344611;En cours;non;Services DDFIP64;TM (Trésorerie mixte) ST ETIENNE BAIGORRY;TM ST ETIENNE BAIGORRY|QUARTIER DE L EGLISE |BP 7 |64430 SAINT ETIENNE DE BAIGORRY|Accueil des particuliers dans leurs démarches fiscales : OUI;Trésorerie mixte;;64430;SAINT ETIENNE DE BAIGORRY;;Accueil des particuliers dans leurs démarches fiscales;Tout public;;;;;;;;;;
27;43,163377;-1,237522;En cours;non;Services DDFIP64;TM (Trésorerie mixte) ST-JEAN-PIED-DE-PORT;TM ST-JEAN-PIED-DE-PORT|CITE ADMINISTRATIVE|BP 6 |64220 SAINT JEAN PIED DE PORT|Accueil des particuliers dans leurs démarches fiscales : OUI;Trésorerie mixte;;64220;SAINT JEAN PIED DE PORT;;Accueil des particuliers dans leurs démarches fiscales;Tout public;;;;;;;;;;
104;43,221752;-0,888796;En cours;non;Assistance et coups de pouce;MSAP Mauléon;14 rue des frères Barenne|64130 Mauléon-Licharre|Tél. 05 59 28 78 78|Mail. msap.mauleon@communaute-paysbasque.fr|**Horaires d'ouverture :**|Du lundi au vendredi : 9h-12h30 et 13h30-17h|**Actions proposées :**|- Accès (équipement : 2 ordinateurs et connexion)|- Diagnostic des besoins numériques|- Assistance (faire avec)|- Orientation vers un partenaire|*Des permanences d'assistance aux démarches en ligne sont assurées par deux ambassadeurs numériques (Mission Locale et SDSeI) en Service Civique le lundi et le jeudi de 9h à 12h et de 13h30 à 16h30.*;MSAP;14 rue des frères Barenne|;64130;MAULÉON-LICHARRE;|Du lundi au vendredi : 9h-12h30 et 13h30-17h|;;Tout public;;;msap.mauleon@communaute-paysbasque.fr|;. 05 59 28 78 78|;;;;;;
66;43,536875;-0,411376;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Espace Numérique des Luys en Béarn;Maison de la formation|2 rue Robert Larrieu|64410 Arzacq-Arraziguet|Tél. 05 59 33 72 34|**Horaires d'ouverture :**|Jeudi et vendredi : 9h-12h|**Actions proposées :**|- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire) |**Publics : **|Tout public sur abonnement (12 €/an tarif normal)|;Espace Public Numérique;;64410;ARZACQ-ARRAZIGUET;|Jeudi et vendredi : 9h-12h|;- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire) |;Tout public;;;;. 05 59 33 72 34|;;;oui;oui;oui;
117;43,505477;-1,515267;En cours;non;Assistance et coups de pouce;Secours Catholique;1 avenue Montbrun|Espace Adour|64600 ANGLET|Tél. 05 59 50 70 80|Mail. paysdeladour@secours-catholique.org|**Horaires d'ouverture :**|9h-12h et 14h-17h|**Actions proposées :**|- Accès (équipement et connexion)|- Diagnostic des besoins numériques|Démarrage des actions à partir du deuxième trimestre 2019.;Association;1 avenue Montbrun|Espace Adour|;64600;ANGLET;|9h-12h et 14h-17h|;;;;;paysdeladour@secours-catholique.org|;. 05 59 50 70 80|;;;;;;
68;43,299918;-0,368399;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Médiathèque André Labarrère;Place Marguerite Laborde |64000 Pau|Tél. 05 47 05 10 00|Mail. mediatheques@agglo-pau.fr|Site web. [[https://mediatheques.agglo-pau.fr]]|**Horaires d'ouverture :**|Lundi 14h - 18h|Mardi 11h30 - 18h|Mercredi 9h30 - 18h|Jeudi 14h - 20h|Vendredi 11h30 - 18h|Samedi 9h30 - 18h|Dim. 10h-13h|**Actions proposées :**|- Accès (ordinateurs + WIFI)|- Médiation (apprendre à faire) : culture numérique + De nombreux rdv sur l'agenda du site des médiathèques|- Orientation vers un partenaire|**Public :**|Tous publics|**Conditions d'accès :**|Gratuit;Médiathèque;;64000;PAU;|Lundi 14h - 18h|Mardi 11h30 - 18h|Mercredi 9h30 - 18h|Jeudi 14h - 20h|Vendredi 11h30 - 18h|Samedi 9h30 - 18h|Dim. 10h-13h|;- Accès (ordinateurs + WIFI)|- Médiation (apprendre à faire) : culture numérique + De nombreux rdv sur l'agenda du site des médiathèques|- Orientation vers un partenaire|;Tout public;**Conditions d'accès :**|Gratuit;;mediatheques@agglo-pau.fr|;. 05 47 05 10 00|;https://mediatheques.agglo-pau.fr];;;;;
71;43,320566;-0,392962;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Médiathèque de Lons;Av. de Santoña |64140 Lons|Tél. 05 59 11 50 45|Mél. mediatheques@agglo-pau.fr|Site web. [[https://mediatheques.agglo-pau.fr]]|**Horaires d'ouverture :**|Mardi 13h30 - 19h |Mercredi 10h - 12h et 13h30 - 18h |Jeudi 13h30 - 18h |Vendredi 13h30 - 18h |Samedi 10h - 12h et 13h30 - 18h|**Actions proposées :**|Accès (ordinateurs et WIFI)|Médiation (apprendre à faire) :  de nombreux rdv sur l'agenda du site des médiathèques|**Publics :**|Tout public|**Conditions d'accès :**|Gratuit;Médiathèque;Av. de Santoña;64140;LONS;|Mardi 13h30 - 19h |Mercredi 10h - 12h et 13h30 - 18h |Jeudi 13h30 - 18h |Vendredi 13h30 - 18h |Samedi 10h - 12h et 13h30 - 18h|;Accès (ordinateurs et WIFI)|Médiation (apprendre à faire) :  de nombreux rdv sur l'agenda du site des médiathèques|;Tout public;**Conditions d'accès :**|Gratuit;;;. 05 59 11 50 45|;https://mediatheques.agglo-pau.fr];;;;;
83;43,193963;-0,608093;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Médiathèque des Gaves;Rue des Gaves|64400 Oloron-Sainte-Marie|Tél. 05 59 39 99 37|Site web. [[http://mediatheque.piemont-oloronais.fr/]]|**Horaires d'ouverture :**|Mardi de 12h à 19h|Mercredi de 10h à 12h30 et de 14h à 18h|Jeudi de 10h à 12h30|Vendredi de 9h à 12h30 et de 14h à 18h|**Actions proposées :**|- Accès |- Assistance|- Médiation : ateliers multimédia et interventions ponctuelles de Pôle Emploi.|**Publics :**|Tous publics|**Conditions d'accès :**|Adhésion annuelle|Samedi de 10h à 12h30 et de 14h à 18h|;Médiathèque;;64400;OLORON-SAINTE-MARIE;|Mardi de 12h à 19h|Mercredi de 10h à 12h30 et de 14h à 18h|Jeudi de 10h à 12h30|Vendredi de 9h à 12h30 et de 14h à 18h|;- Accès |- Assistance|- Médiation : ateliers multimédia et interventions ponctuelles de Pôle Emploi.|;Tout public;**Conditions d'accès :**|Adhésion annuelle|Samedi de 10h à 12h30 et de 14h à 18h|;;;. 05 59 39 99 37|;http://mediatheque.piemont-oloronais.fr/];;;;;
70;43,286037;-0,391604;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Médiathèque de Jurançon;Rue Louis Barthou|64110 Jurançon|Tél. 05 59 98 19 78|Mél. mediatheques@agglo-pau.fr|Site web. [[https://mediatheques.agglo-pau.fr]]|**Horaires d'ouverture :**|Mardi 13h30 - 18h|Mercredi 10h - 12h et 13h30 - 18h |Jeudi 13h30 - 18h |Vendredi 10h - 12h30 et 13h30 - 18h |Samedi 10h - 12h et 14h |**Actions proposées :**|- Accès (ordinateurs et WIFI)|- culture numérique + de nombreux rdv sur l'agenda du site des médiathèques|**Public :**|Tout public|**Conditions d'accès :**|Gratuit;Médiathèque;;64110;JURANÇON;|Mardi 13h30 - 18h|Mercredi 10h - 12h et 13h30 - 18h |Jeudi 13h30 - 18h |Vendredi 10h - 12h30 et 13h30 - 18h |Samedi 10h - 12h et 14h |;- Accès (ordinateurs et WIFI)|- culture numérique + de nombreux rdv sur l'agenda du site des médiathèques|;Tout public;**Conditions d'accès :**|Gratuit;;;. 05 59 98 19 78|;https://mediatheques.agglo-pau.fr];;;;;
52;43,291934;-0,364731;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Bibliothèque Patrimoniale de l'agglomération Pau Béarn Pyrénées;Avenue Gaston Lacoste|Pont Lalanne |64000 Pau|Tél. 05 59 21 30 57 |Mél. mediatheques@agglo-pau.fr|Site web.[[https://mediatheques.agglo-pau.fr]]|**Horaires d'ouverture :**|Du mardi au vendredi de 13h à 18h|**Actions proposées :**|- Accès (ordinateurs +WIFI)|- De nombreux rdv sur l'agenda du site des médiathèques|**Public :**|Tout public|**Conditions d'accès :**|Gratuit|;Médiathèque;Avenue Gaston Lacoste|Pont Lalanne;64000;PAU;|Du mardi au vendredi de 13h à 18h|;- Accès (ordinateurs +WIFI)|- De nombreux rdv sur l'agenda du site des médiathèques|;Tout public;**Conditions d'accès :**|Gratuit|;;mediatheques@agglo-pau.fr;. 05 59 21 30 57 |;https://mediatheques.agglo-pau.fr];;;;;
130;43,316209;-0,328048;En cours;non;Accès uniquement;ASFA;23, rue Roger Salengro |64000 PAU|Tél. 05 59 82 38 50|Mél. asfa64@asfa64.fr|Site web. [[http://asfa64.fr]]|**Horaires d'ouverture :**|Le matin de 9h à 12h|**Actions proposées:**|- Accès (ordinateur et WIFI)|**Public :**|Tout public|**Conditions d'accès :**|Gratuit;Association;23, rue Roger Salengro |;64000;PAU;|Le matin de 9h à 12h|;Accès (ordinateur et WIFI)|;Tout public;**Conditions d'accès :**|Gratuit;;;. 05 59 82 38 50|;http://asfa64.fr];;;;;
32;43,499361;-1,45348;En cours;non;Formation;Formation aux compétences numériques clés;**Lieu :**|Collège Albert Camus|18 bis avenue de Sainte-Croix|64100 Bayonne|**Organisme de formation :**|GRETA Sud-Aquitaine|Agence de Bayonne|**Renseignements et inscriptions :**|Tél. 05 59 52 25 25|[[http://bit.ly/numerique-pour-tous]]|**Public :**|Tous publics|Gratuit pour tous (financement Région Nouvelle-Aquitaine)|**Les mercredis après-midi de 14h à 17h - Décembre 2018 à juin 2019**;Formation;18 bis avenue de Sainte-Croix;64100;BAYONNE;;;Actifs en emploi et sans emploi;;;;. 05 59 52 25 25|;http://bit.ly/numerique-pour-tous];;;;oui;
75;43,371395;-0,629609;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;MSAP / Centre social Lo Solan;2 Place du Béarn|64150 Mourenx|Tél : 05 59 60 03 98|Mail. accueil@lo-solan.org|**Horaires d'ouverture :**|Lundi : 14h-18h|Mardi et jeudi : 9h-12h00 et 14h-18h|Mercredi : 9h-12h|Vendredi : 9h-12h et 14h-17h|**Actions proposées :**|- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire)|**Publics :**|Tous publics;MSAP;2 Place du Béarn|;64150;MOURENX;|Lundi : 14h-18h|Mardi et jeudi : 9h-12h00 et 14h-18h|Mercredi : 9h-12h|Vendredi : 9h-12h et 14h-17h|;- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire)|;Tout public;;;accueil@lo-solan.org|;: 05 59 60 03 98|;;;;;oui;
30;43,474464;-1,49098;En cours;non;Formation;Atelier Lan Berri;46 Route d'Aritxague,|64600 Anglet|Tél. 05 59 52 56 03|Mail. info@alb-formation.eu|Site Web. [[http://www.alb-formation.eu]]|**Horaires d'ouverture :**| 9h-12h30 et  13h30-17h|**Actions proposées :**|- Accès (équipements et connexion) : ordinateurs portables et connexion Internet|- Formation : |Préparer la certification PCIE (Passeport de Compétences Informatiques Européen) : Modules Traitement de texte, Tableur, Présentation, Essentiels de l'ordinateur, Essentiels du web, Édition de site web|Formations transformation numérique TPE/PME|**Publics :**|Individus (demandeur.se d'emploi, salarié.e.), Groupe d'acteurs.trices porteur de projet, Organisations (Associations, fédérations, entreprises, collectivité territoriale)|**Conditions d'accès :**|Sur devis;Formation;46 Route d'Aritxague,|;64600;ANGLET;| 9h-12h30 et  13h30-17h|;- Accès (équipements et connexion) : ordinateurs portables et connexion Internet|- Formation : |Préparer la certification PCIE (Passeport de Compétences Informatiques Européen) : Modules Traitement de texte, Tableur, Présentation, Essentiels de l'ordinateur, Essentiels du web, Édition de site web|Formations transformation numérique TPE/PME|;;**Conditions d'accès :**|Sur devis;;info@alb-formation.eu|;. 05 59 52 56 03|;http://www.alb-formation.eu];;;;oui;
59;43,321856;-0,759469;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Cyber-base de Navarrenx;14 rue St Germain|64190 Navarrenx|Tél. 05 59 66 22 19|Mail. cyberbase@ccbearndesgaves.fr |**Horaires d'ouverture :**|Mercredi : 9h-13h et Vendredi : 14h-19h|**Actions proposées :**|- Accès (équipement et connexion)|- Assistance (faire avec)|- Accompagnement individuel|**Publics :**|Tous publics;Espace Public Numérique;14 rue St Germain|;64190;NAVARRENX;|Mercredi : 9h-13h et Vendredi : 14h-19h|;- Accès (équipement et connexion)|- Assistance (faire avec)|- Accompagnement individuel|;Tout public;;;cyberbase@ccbearndesgaves.fr |;. 05 59 66 22 19|;;;oui;oui;;
;43,300259;-0,373449;En cours;oui;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Association LACIS;;Association;2 rue de Monpezat;64000;PAU;;;;Pass Numérique;;lacis64@orange.fr;05 59 27 86 55;http://www.lacis64.fr;;;;;
;43,311575;-0,368881;En cours;non;Formation;Formation aux compétences numériques clés;;Formation;Collège Clermont - 3 rue Mohédan;64000;PAU;Le mercredi de 14h à 17h - hors vacances scolaires;;Actifs en emploi et sans emploi;Gratuit;;;05 59 84 15 07;;;;;oui;
;42,989019;-0,422172;En cours;non;Formation;Formation aux compétences numériques clés;;Formation;Collège Les 5 monts Avenue de la gare;64440;LARUNS;Le mercredi de 13h30 à 15h30 - hors vacances scolaires;;Actifs en emploi et sans emploi;Gratuit;;;05 59 84 15 07;;;;;oui;
;43,109396;-0,43587;En cours;non;Formation;Formation aux compétences numériques clés;;Formation;Espace Laprade Rue du Parc national;64440;ARUDY;Le mardi matin de 9h à 12h ;;Actifs en emploi et sans emploi;Gratuit;;;05 59 84 15 07;;;;;oui;
;43,308711;-0,353295;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;MJC des Fleurs;;MJC;19, bis avenue de Buros;64000;PAU;;;Habitants, DE, retraités, Migrants;Gratuit pour l’accès et 2 euros les deux heures pour l’accompagnement et formation;;mjcdesfleurs@cegetel.net;05 59 02 73 27;;oui;oui;oui;oui;
;43,308711;-0,353295;En cours;non;Formation;Formation aux compétences numériques clés;;Formation;MJC des Fleurs 19, bis avenue de Buros;64000;PAU;Le mardi de 9h à 12h;;Actifs en emploi et sans emploi;Gratuit;;;05 59 84 15 07;;;;;oui;
74136294;43,493706;-1,291065;En cours;non;Assistance et coups de pouce;Médiathèque Roland Barthes;Médiathèque Roland Barthes;Médiathèque;156 rue de Gascogne;64240;URT;Mardi : 14h30 – 18h30 Mercredi : 10h – 12h et 14h30 – 18h30 Vendredi : 14h30 – 18h30 Samedi : 10h – 12h et 14h30 - 18h30;"Accès (ordinateurs
tablettes
WI-FI)";Tout public;L’utilisation de la salle multimédia de la médiathèque Roland Barthes, est réservée aux adhérents de la médiathèque gratuitement. Il existe un tarif pour les non-abonnés : 2 euros le demi-heure sur présentation d’une pièce d’identité;;mediatheque@urt.fr;05 59 59 01 60;http://www.urt.fr/urt-pratique/bibliotheque;oui;oui;;;
;43,167764;-1,238075;En cours;non;Assistance et coups de pouce;Médiathèque Garazi Baigorri;;Médiathèque;Place de la gare;64220;SAINT-JEAN-PIED-DE-PORT;Lundi et vendredi 10h-12h / 14h-18h30 - Mercredi et samedi 14h-18h30;"Accès (ordinateurs
tablettes
WI-FI)";Tout public;Accès libre et gratuit;;mediatheque.garazibaigorri@communaute-paysbasque.fr;05 59 37 34 76;http://mediateka.fr;oui;oui;;oui;
;43,257043;-1,232838;En cours;non;Assistance et coups de pouce;Médiathèque Iholdi-Oztibarre à Irissarry;;Médiathèque;CEP Ospitalea;64780;IRISSARRY;Mercredi 13h30-17h30 / vendredi 14h30-18h30 / samedi 9h30-12h30;"Accès (ordinateurs
tablettes
WI-FI)";Tout public;Accès libre et gratuit;;mediatheque.iholdioztibarre@communaute-paysbasque.fr;05 59 37 97 23;;oui;oui;;;
;43,461968;-0,121467;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;EIRL P2A BERTON ALLIAUD;;Médiation numérique itinérante;223 Route de Pau;64350;SIMACOURBE;du lundi au vendredi (7:00 / 20:00) - samedi 8:00 / 13:00;"Accès (type d'équipement et connexion)
Assistance (faire avec)
Diagnostic des besoins numériques
Médiation (apprendre à faire ) : Découverte des compétences de base
Utilisation d'un service d'accès aux droits ou d'insertion professionnelle, Découverte des compétences de base
Utilisation d'un service d'accès aux droits ou d'insertion professionnell
Médiation itinérante (ateliers en mobilité pour apprendre à faire)
Orientation vers un partenaire";Particuliers / Professionnels : artisans / exploitants agricoles;Véhicule bureau itinérant - Base horaire particuliers 30 € (soit 15 € après réduction ou crédit impôt via CoopSops);;p2a.prestations@gmail.com;06 75 46 89 96;https://www.p2a-admin64.com/;oui;oui;oui;oui;
;42,995329;-0,61697;En cours;non;Assistance et coups de pouce;COMMUNE OSSE EN ASPE;;Mairie;1 rue de la mairie;64490;OSSE-EN-ASPE;lundi mardi jeudi et vendredi de 8h30 à 12h30;Accès (ordinateurs et WIFI);Tout public;Gratuit;;mairie-osse-en-aspe@wanadoo.fr;05 59 34 52 34;https://www.osse-en-aspe.com;oui;;;;
;43,5023742;-1,4525684;En cours;oui;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Collectif Social Web;Collectif Social Web;Association;4 bis Esplanade Jouandin;64100;BAYONNE;Pour l'action : Lundi de 9h à 12h et le mardi de 9h à 17h;Accès (type d'équipement et connexion), Diagnostic des besoins numériques, Assistance (faire avec), Médiation (apprendre à faire) : Découverte des compétences de base;Tout public;Adhésion : Particulier 5,00 € - Association des quartiers prioritaires 20,00 € - Entreprise / Autres associations 40,00 €;;Adhésion : Particulier 5,00 € - Association des quartiers prioritaires 20,00 € - Entreprise / Autres associations 40,00 €;06 03 83 54 21;https://blog.collectif-social-web.fr/;oui;oui;oui;oui;
;43,194434;-0,605486;En cours;non;Médiation numérique itinérante;Les @teliers numériques de l'ASEPT;ASEPT Sud Aquitaine|4 rue Galos|64000 PAU|Tél. 05 59 80 98 88|Mail. contact@asept-sudaquitaine.fr|Site web. [[http://www.asept-sudaquitaine.fr]]|**Actions proposées:**|Six ateliers de deux heures. |**Lieu des ateliers :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]]|**Dates des ateliers :**|Du 4/11 au 30/12/2019|**Contenu :**|Découverte des compétences de base sur tablettes.|*Atelier 1 :* Premiers pas sur la tablette.|Savoir se connecter et découvrir comment naviguer en autonomie sur internet.|*Atelier 2 :* Échanger avec ses proches|Savoir utiliser une messagerie électronique, découvrir les réseaux sociaux.|*Atelier 3 :* La tablette et les loisirs|Savoir télécharger et utiliser les applications : jeux, musique, recettes de cuisine…|*Atelier 4 :* Les démarches administratives|Apprenez à gérer vos droits en ligne : espace santé, espace retraite, services publics…|*Atelier 5 :* Rester informé|Accéder aux actualités nationales et locales, naviguer sur le site de sa commune et des associations locales.|*Atelier 6 :* Tablette et prévention santé|S’informer des actions proches de chez vous et s’inscrire en ligne.|**Public: **|Seniors à partir de 55 ans|**Conditions d'accès :**|Ateliers gratuits sur inscription|**Renseignements et inscriptions :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]];Médiation numérique itinérante;4 rue Galos;64000;PAU;du Lundi 03 Février 2020 au Lundi 09 Mars 2020, de 14h à 16h;"Six ateliers de deux heures. |OLORON STE MARIE
Mairie - Salle Louis Barthou
2, place Georges Clémenceau ";Seniors;**Conditions d'accès :**|Ateliers gratuits sur inscription|**Renseignements et inscriptions :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]];;contact@asept-sudaquitaine.fr|;. 05 59 80 98 88|;http://www.asept-sudaquitaine.fr];;;;oui;
;43,39876;-1,456221;En cours;non;Médiation numérique itinérante;Les @teliers numériques de l'ASEPT;ASEPT Sud Aquitaine|4 rue Galos|64000 PAU|Tél. 05 59 80 98 88|Mail. contact@asept-sudaquitaine.fr|Site web. [[http://www.asept-sudaquitaine.fr]]|**Actions proposées:**|Six ateliers de deux heures. |**Lieu des ateliers :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]]|**Dates des ateliers :**|Du 4/11 au 30/12/2019|**Contenu :**|Découverte des compétences de base sur tablettes.|*Atelier 1 :* Premiers pas sur la tablette.|Savoir se connecter et découvrir comment naviguer en autonomie sur internet.|*Atelier 2 :* Échanger avec ses proches|Savoir utiliser une messagerie électronique, découvrir les réseaux sociaux.|*Atelier 3 :* La tablette et les loisirs|Savoir télécharger et utiliser les applications : jeux, musique, recettes de cuisine…|*Atelier 4 :* Les démarches administratives|Apprenez à gérer vos droits en ligne : espace santé, espace retraite, services publics…|*Atelier 5 :* Rester informé|Accéder aux actualités nationales et locales, naviguer sur le site de sa commune et des associations locales.|*Atelier 6 :* Tablette et prévention santé|S’informer des actions proches de chez vous et s’inscrire en ligne.|**Public: **|Seniors à partir de 55 ans|**Conditions d'accès :**|Ateliers gratuits sur inscription|**Renseignements et inscriptions :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]];Médiation numérique itinérante;4 rue Galos;64000;PAU;du Vendredi 07 Février 2020 au Samedi 07 Mars 2020, de 14h30 à 16h30;"Six ateliers de deux heures.USTARITZ
35 place de la mairie";Seniors;**Conditions d'accès :**|Ateliers gratuits sur inscription|**Renseignements et inscriptions :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]];;contact@asept-sudaquitaine.fr|;. 05 59 80 98 88|;http://www.asept-sudaquitaine.fr];;;;oui;
;43,449925;-0,470451;En cours;non;Médiation numérique itinérante;Les @teliers numériques de l'ASEPT;ASEPT Sud Aquitaine|4 rue Galos|64000 PAU|Tél. 05 59 80 98 88|Mail. contact@asept-sudaquitaine.fr|Site web. [[http://www.asept-sudaquitaine.fr]]|**Actions proposées:**|Six ateliers de deux heures. |**Lieu des ateliers :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]]|**Dates des ateliers :**|Du 4/11 au 30/12/2019|**Contenu :**|Découverte des compétences de base sur tablettes.|*Atelier 1 :* Premiers pas sur la tablette.|Savoir se connecter et découvrir comment naviguer en autonomie sur internet.|*Atelier 2 :* Échanger avec ses proches|Savoir utiliser une messagerie électronique, découvrir les réseaux sociaux.|*Atelier 3 :* La tablette et les loisirs|Savoir télécharger et utiliser les applications : jeux, musique, recettes de cuisine…|*Atelier 4 :* Les démarches administratives|Apprenez à gérer vos droits en ligne : espace santé, espace retraite, services publics…|*Atelier 5 :* Rester informé|Accéder aux actualités nationales et locales, naviguer sur le site de sa commune et des associations locales.|*Atelier 6 :* Tablette et prévention santé|S’informer des actions proches de chez vous et s’inscrire en ligne.|**Public: **|Seniors à partir de 55 ans|**Conditions d'accès :**|Ateliers gratuits sur inscription|**Renseignements et inscriptions :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]];Médiation numérique itinérante;4 rue Galos;64000;PAU;du Vendredi 21 Février 2020 au Vendredi 27 Mars 2020, de 10h à 12h;"Six ateliers de deux heures.Salle des aînés, 10 rue de la Carrère
Mazerolles";Seniors;**Conditions d'accès :**|Ateliers gratuits sur inscription|**Renseignements et inscriptions :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]];;contact@asept-sudaquitaine.fr|;. 05 59 80 98 88|;http://www.asept-sudaquitaine.fr];;;;oui;
;43,220814;-0,4754;En cours;non;Médiation numérique itinérante;Les @teliers numériques de l'ASEPT;ASEPT Sud Aquitaine|4 rue Galos|64000 PAU|Tél. 05 59 80 98 88|Mail. contact@asept-sudaquitaine.fr|Site web. [[http://www.asept-sudaquitaine.fr]]|**Actions proposées:**|Six ateliers de deux heures. |**Lieu des ateliers :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]]|**Dates des ateliers :**|Du 4/11 au 30/12/2019|**Contenu :**|Découverte des compétences de base sur tablettes.|*Atelier 1 :* Premiers pas sur la tablette.|Savoir se connecter et découvrir comment naviguer en autonomie sur internet.|*Atelier 2 :* Échanger avec ses proches|Savoir utiliser une messagerie électronique, découvrir les réseaux sociaux.|*Atelier 3 :* La tablette et les loisirs|Savoir télécharger et utiliser les applications : jeux, musique, recettes de cuisine…|*Atelier 4 :* Les démarches administratives|Apprenez à gérer vos droits en ligne : espace santé, espace retraite, services publics…|*Atelier 5 :* Rester informé|Accéder aux actualités nationales et locales, naviguer sur le site de sa commune et des associations locales.|*Atelier 6 :* Tablette et prévention santé|S’informer des actions proches de chez vous et s’inscrire en ligne.|**Public: **|Seniors à partir de 55 ans|**Conditions d'accès :**|Ateliers gratuits sur inscription|**Renseignements et inscriptions :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]];Médiation numérique itinérante;4 rue Galos;64000;PAU;du Lundi 16 Mars 2020 au Lundi 20 Avril 2020, de 14h à 16h;"Six ateliers de deux heures. |LASSEUBE
Rue de la république";Seniors;**Conditions d'accès :**|Ateliers gratuits sur inscription|**Renseignements et inscriptions :**| [[https://www.asept-sudaquitaine.fr/nos-actions/ateliers-num%C3%A9riques.html | Voir sur le site web de l'ASEPT]];;contact@asept-sudaquitaine.fr|;. 05 59 80 98 88|;http://www.asept-sudaquitaine.fr];;;;oui;
