slug;typeCommunecter;tags;url;shortDescription;image;description;__recordKey__;email;address;geo;@type;name;geo_latitude;geo_longitude;geometrie;url_communecter;address_addresslocality;address_codeinsee;address_postalcode;address_streetaddress
fablabTextileLaManufacture;Group;"En projet;Fablab;Coworking;Fablab;Salle de réunion;Espace à louer;Laboratoire;Espace de recherche;Espace détente;Médiation numérique;Offre culturelle ou artistique;Accompagnement des publics accueillis;Complexe évènementiel;Salle de réunion;Formation;Atelier participatif;TiersLieux";"{""communecter"": ""https://www.communecter.org/#@fablabTextileLaManufacture"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41654f40bb4e913e0e4a4f""}";;;;5d41654f40bb4e913e0e4a4f;loic.trinel@roubaixtourisme.com;"{""postalCode"": ""59100"", ""addressLocality"": ""ROUBAIX"", ""codeInsee"": ""59512"", ""addressCountry"": ""FR"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6930818"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.1845673""}";Organization;Fablab Textile - La Manufacture;50.6930818;3.1845673;50.6930818,3.1845673;https://www.communecter.org/#@fablabTextileLaManufacture;ROUBAIX;59512;59100;
aubergeSolidaireCollaborativeEcoresponsable;Group;"En projet;Hybride;Coworking;Café;Espace détente;Auberge de jeunesse;Offre culturelle ou artistique;Restauration;Bar / café;Boutique;Crèche;Salle de réunion;Épicerie participative ou achat groupé;Bar ou café participatif;Hébergement;TiersLieux";"{""communecter"": ""https://www.communecter.org/#@aubergeSolidaireCollaborativeEcoresponsable"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655040bb4e913e0e4a65""}";;;;5d41655040bb4e913e0e4a65;valentinecarru@hotmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""27 rue du docteur Yersin"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6204105"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.0547498""}";Organization;Auberge solidaire, collaborative & écoresponsable;50.6204105;3.0547498;50.6204105,3.0547498;https://www.communecter.org/#@aubergeSolidaireCollaborativeEcoresponsable;LILLE;59350;59000;27 rue du docteur Yersin
utopiats;LocalBusiness;"En fonctionnement;Accompagnement de projets;Moins de 60m2;Atelier partagé;Accompagnement de projets;Atelier;Salle de réunion;Cuisine;Laboratoire;Espace de recherche;Café;Espace détente;Médiation numérique;Jardin;Accompagnement des publics accueillis;Salle de réunion;Formation;Atelier participatif;Bar ou café participatif;TiersLieux";"{""website"": ""http://utopiats.lamaison-tourcoing.fr/"", ""communecter"": ""https://www.communecter.org/#@utopiats"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655440bb4e913e0e4aba""}";"""fonctionnement participatifCapacité d'accueil de 40 m2 peut recevoir jusqu'à 40 personnes";;"http://utopiats.lamaison-tourcoing.fr/""";5d41655440bb4e913e0e4aba;utopiats59@gmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""TOURCOING"", ""streetAddress"": ""Bat 227, rue des piats"", ""postalCode"": ""59200"", ""codeInsee"": ""59599"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.723776"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.172516""}";Organization;Utopiats;50.723776;3.172516;50.723776,3.172516;https://www.communecter.org/#@utopiats;TOURCOING;59599;59200;Bat 227, rue des piats
188CentQuatreVingtHuit;NGO;"En fonctionnement;Atelier partagé;Moins de 60m2;Accompagnement de projets;Atelier;Salle de réunion;Espace à louer;Cuisine;Laboratoire;Espace de recherche;Studio danse;Offre culturelle ou artistique;Salle de réunion;Espace de stockage;Domiciliation;Atelier participatif;Coopérative de compagnie;Ateliers artistique tous publiques;TiersLieux";"{""website"": ""www.le188.fr"", ""communecter"": ""https://www.communecter.org/#@188CentQuatreVingtHuit"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655840bb4e913e0e4b14""}";"""fonctionnement participatifCapacité d'accueil de 50 m2 peut recevoir jusqu'à 50 personnes";;"www.le188.fr""";5d41655840bb4e913e0e4b14;contact@le188.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""188 rue du faubourg de Roubaix"", ""postalCode"": ""59800"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.64105"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.084718""}";Organization;188 - Cent quatre vingt huit;50.64105;3.084718;50.64105,3.084718;https://www.communecter.org/#@188CentQuatreVingtHuit;LILLE;59350;59800;188 rue du faubourg de Roubaix
weresoLille;LocalBusiness;"En fonctionnement;Coworking;Télétravail;Salle de réunion;Salle de réunion;Domiciliation;TiersLieux";"{""website"": ""www.wereso.com"", ""communecter"": ""https://www.communecter.org/#@weresoLille"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655940bb4e913e0e4b2d""}";"""";;"www.wereso.com""";5d41655940bb4e913e0e4b2d;hello@wereso-lille.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""104 rue Nationale"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.625395"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.101166""}";Organization;WERESO Lille;50.625395;3.101166;50.625395,3.101166;https://www.communecter.org/#@weresoLille;LILLE;59350;59000;104 rue Nationale
laMaisonDuCoworkingCroix;LocalBusiness;"En fonctionnement;Coworking;Télétravail;Salle de réunion;Espace à louer;Jardin;Salle de réunion;Espace de stockage;Domiciliation;Atelier participatif;TiersLieux";"{""website"": ""https://www.lamaisonducoworking.fr/"", ""communecter"": ""https://www.communecter.org/#@laMaisonDuCoworkingCroix"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655b40bb4e913e0e4b50""}";"""";;"https://www.lamaisonducoworking.fr/""";5d41655b40bb4e913e0e4b50;bonjour@lamaisonducoworking.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""CROIX"", ""streetAddress"": ""282 rue Jean Jaurès"", ""postalCode"": ""59170"", ""codeInsee"": ""59163"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6689126"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.143184""}";Organization;La maison du Coworking Croix;50.6689126;3.143184;50.6689126,3.143184;https://www.communecter.org/#@laMaisonDuCoworkingCroix;CROIX;59163;59170;282 rue Jean Jaurès
clubLeoLagrange1;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.clla.fr/"", ""communecter"": ""https://www.communecter.org/#@clubLeoLagrange1"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655b40bb4e913e0e4b6d""}";"""";;"http://www.clla.fr/""";5d41655b40bb4e913e0e4b6d;secretariat@clla.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""ARMENTIERES"", ""streetAddress"": ""82 Rue des Chauffours"", ""postalCode"": ""59280"", ""codeInsee"": ""59017"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.687933"", ""@type"": ""GeoCoordinates"", ""longitude"": ""2.888066""}";Organization;Club Léo Lagrange;50.687933;2.888066;50.687933,2.888066;https://www.communecter.org/#@clubLeoLagrange1;ARMENTIERES;59017;59280;82 Rue des Chauffours
maisonIntercommunaleDeducationPermanente;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.maison-emploi-pmc.fr/spip.php?rubrique11"", ""communecter"": ""https://www.communecter.org/#@maisonIntercommunaleDeducationPermanente"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655c40bb4e913e0e4b77""}";"""";;"http://www.maison-emploi-pmc.fr/spip.php?rubrique11""";5d41655c40bb4e913e0e4b77;pmesselier@ville-fachesthumesnil.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""FACHES THUMESNIL"", ""streetAddress"": ""52 Rue Carnot"", ""postalCode"": ""59155"", ""codeInsee"": ""59220"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.603191"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.067399""}";Organization;Maison intercommunale d'éducation permanente;50.603191;3.067399;50.603191,3.067399;https://www.communecter.org/#@maisonIntercommunaleDeducationPermanente;FACHES THUMESNIL;59220;59155;52 Rue Carnot
centreSocialCheminRouge;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.cheminrouge.fr/"", ""communecter"": ""https://www.communecter.org/#@centreSocialCheminRouge"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655c40bb4e913e0e4b81""}";"""";;"http://www.cheminrouge.fr/""";5d41655c40bb4e913e0e4b81;c.i.m.c.r@wanadoo.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""FACHES THUMESNIL"", ""streetAddress"": ""80 Chemin Rouge"", ""postalCode"": ""59155"", ""codeInsee"": ""59220"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.607867"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.069487""}";Organization;Centre social Chemin Rouge;50.607867;3.069487;50.607867,3.069487;https://www.communecter.org/#@centreSocialCheminRouge;FACHES THUMESNIL;59220;59155;80 Chemin Rouge
regusLilleEurope;LocalBusiness;"En fonctionnement;Coworking;Moins de 60m2;Télétravail;TiersLieux";"{""website"": ""https://www.regus.fr/workspace/lille"", ""communecter"": ""https://www.communecter.org/#@regusLilleEurope"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655f40bb4e913e0e4bdb""}";"""Capacité d'accueil de 30 m2 peut recevoir jusqu'à 30 personnes";;"https://www.regus.fr/workspace/lille""";5d41655f40bb4e913e0e4bdb;;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""253 Boulevard du Leeds"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.628667"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.07236""}";Organization;Regus - Lille Europe;50.628667;3.07236;50.628667,3.07236;https://www.communecter.org/#@regusLilleEurope;LILLE;59350;59000;253 Boulevard du Leeds
cyberespaceMontacamp;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.ville-lomme.fr/Nos-equipements/Cyber-Espace-Mont-a-Camp"", ""communecter"": ""https://www.communecter.org/#@cyberespaceMontacamp"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655f40bb4e913e0e4be9""}";"""";;"http://www.ville-lomme.fr/Nos-equipements/Cyber-Espace-Mont-a-Camp""";5d41655f40bb4e913e0e4be9;cyberespacemontacamp@gmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""343 Avenue de Dunkerque"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.640046"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.003234""}";Organization;Cyberespace  Mont-à-Camp;50.640046;3.003234;50.640046,3.003234;https://www.communecter.org/#@cyberespaceMontacamp;LILLE;59350;59000;343 Avenue de Dunkerque
maisonDeQuartierDuFaubourgDeBethune;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.euracite.net"", ""communecter"": ""https://www.communecter.org/#@maisonDeQuartierDuFaubourgDeBethune"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656040bb4e913e0e4c07""}";"""";;"http://www.euracite.net""";5d41656040bb4e913e0e4c07;cyberespace@association-projet.org;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""65 Rue Saint Bernard"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.620967"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.042123""}";Organization;Maison de quartier du Faubourg de Béthune;50.620967;3.042123;50.620967,3.042123;https://www.communecter.org/#@maisonDeQuartierDuFaubourgDeBethune;LILLE;59350;59000;65 Rue Saint Bernard
cyberbaseLommeOdyssee;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.ville-lomme.fr/Lomme-au-quotidien/Equipements-municipaux/Cyber-Espaces"", ""communecter"": ""https://www.communecter.org/#@cyberbaseLommeOdyssee"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656140bb4e913e0e4c0c""}";"""";;"http://www.ville-lomme.fr/Lomme-au-quotidien/Equipements-municipaux/Cyber-Espaces""";5d41656140bb4e913e0e4c0c;contact@mediathequedelomme.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""794 Avenue de Dunkerque"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.640046"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.003234""}";Organization;Cyberbase Lomme Odyssée;50.640046;3.003234;50.640046,3.003234;https://www.communecter.org/#@cyberbaseLommeOdyssee;LILLE;59350;59000;794 Avenue de Dunkerque
cyberbaseDeLommemitterie;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.ville-lomme.fr/Lomme-au-quotidien/Equipements-municipaux/Cyber-Espaces"", ""communecter"": ""https://www.communecter.org/#@cyberbaseDeLommemitterie"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656140bb4e913e0e4c11""}";"""";;"http://www.ville-lomme.fr/Lomme-au-quotidien/Equipements-municipaux/Cyber-Espaces""";5d41656140bb4e913e0e4c11;cyberbasemitterie@gmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""Ecole Léon Blum - Rue Marx Dormoy"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.648508"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.003052""}";Organization;Cyberbase de Lomme-Mitterie;50.648508;3.003052;50.648508,3.003052;https://www.communecter.org/#@cyberbaseDeLommemitterie;LILLE;59350;59000;Ecole Léon Blum - Rue Marx Dormoy
techshop;LocalBusiness;"En fonctionnement;Fablab;Entre 60 et 200m2;TiersLieux";"{""website"": ""https://www.techshoplm.fr/"", ""communecter"": ""https://www.communecter.org/#@techshop"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656140bb4e913e0e4c1a""}";"""Capacité d'accueil de 200 m2 peut recevoir jusqu'à 200 personnes";;"https://www.techshoplm.fr/""";5d41656140bb4e913e0e4c1a;;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""30 Rue Henri Régnault"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6323819"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.0294422""}";Organization;Techshop;50.6323819;3.0294422;50.6323819,3.0294422;https://www.communecter.org/#@techshop;LILLE;59350;59000;30 Rue Henri Régnault
maisonFolieMoulins;LocalBusiness;"En fonctionnement;Fablab;Moins de 60m2;TiersLieux";"{""website"": ""http://maisonsfolie.lille.fr/micro-folie/"", ""communecter"": ""https://www.communecter.org/#@maisonFolieMoulins"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656140bb4e913e0e4c23""}";"""Capacité d'accueil de 15 m2 peut recevoir jusqu'à 15 personnes";;"http://maisonsfolie.lille.fr/micro-folie/""";5d41656140bb4e913e0e4c23;mfmoulins@mairie-lille.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""47 Rue d’Arras"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.621101"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.065779""}";Organization;Maison Folie Moulins;50.621101;3.065779;50.621101,3.065779;https://www.communecter.org/#@maisonFolieMoulins;LILLE;59350;59000;47 Rue d’Arras
cybercentreDuCentreSocial;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://fabien.versmessen.free.fr/clic%20pass.htm"", ""communecter"": ""https://www.communecter.org/#@cybercentreDuCentreSocial"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656240bb4e913e0e4c3c""}";"""";;"http://fabien.versmessen.free.fr/clic%20pass.htm""";5d41656240bb4e913e0e4c3c;cs.marcqenbaroeul@wanadoo.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""MARCQ EN BAROEUL"", ""streetAddress"": ""69 Boulevard Clémenceau"", ""postalCode"": ""59700"", ""codeInsee"": ""59378"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.661452"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.091445""}";Organization;Cybercentre du centre social;50.661452;3.091445;50.661452,3.091445;https://www.communecter.org/#@cybercentreDuCentreSocial;MARCQ EN BAROEUL;59378;59700;69 Boulevard Clémenceau
pointInformationJeunesse2;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.neuville-en-ferrain.fr/services-municipaux/jeunesse/point-information-jeunesse.html"", ""communecter"": ""https://www.communecter.org/#@pointInformationJeunesse2"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656240bb4e913e0e4c4a""}";"""";;"http://www.neuville-en-ferrain.fr/services-municipaux/jeunesse/point-information-jeunesse.html""";5d41656240bb4e913e0e4c4a;contact@neuville-en-ferrain.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""NEUVILLE EN FERRAIN"", ""streetAddress"": ""40 Rue de Tourcoing"", ""postalCode"": ""59960"", ""codeInsee"": ""59426"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.74661"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.158083""}";Organization;Point Information Jeunesse;50.74661;3.158083;50.74661,3.158083;https://www.communecter.org/#@pointInformationJeunesse2;NEUVILLE EN FERRAIN;59426;59960;40 Rue de Tourcoing
blanchemaille;LocalBusiness;"En fonctionnement;Accompagnement de projets;TiersLieux";"{""website"": ""http://www.euratechnologies.com/blanchemaille-by-euratechnologies/"", ""communecter"": ""https://www.communecter.org/#@blanchemaille"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656340bb4e913e0e4c72""}";"""";;"http://www.euratechnologies.com/blanchemaille-by-euratechnologies/""";5d41656340bb4e913e0e4c72;;"{""addressCountry"": ""FR"", ""addressLocality"": ""ROUBAIX"", ""streetAddress"": ""Rue du Fontenoy"", ""postalCode"": ""59100"", ""codeInsee"": ""59512"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.698042"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.168887""}";Organization;Blanchemaille;50.698042;3.168887;50.698042,3.168887;https://www.communecter.org/#@blanchemaille;ROUBAIX;59512;59100;Rue du Fontenoy
cyberbaseEmploi1;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.emploi-lystourcoing.fr/particuliers/trouver-emploi/cyberbase"", ""communecter"": ""https://www.communecter.org/#@cyberbaseEmploi1"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656440bb4e913e0e4c85""}";"""";;"http://www.emploi-lystourcoing.fr/particuliers/trouver-emploi/cyberbase""";5d41656440bb4e913e0e4c85;;"{""addressCountry"": ""FR"", ""addressLocality"": ""TOURCOING"", ""streetAddress"": ""21 Rue des Ursulines"", ""postalCode"": ""59200"", ""codeInsee"": ""59599"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.719767"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.155655""}";Organization;Cyberbase emploi;50.719767;3.155655;50.719767,3.155655;https://www.communecter.org/#@cyberbaseEmploi1;TOURCOING;59599;59200;21 Rue des Ursulines
centreSocialMaisonNouvelle;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.lamaisonnouvelle.fr/"", ""communecter"": ""https://www.communecter.org/#@centreSocialMaisonNouvelle"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656640bb4e913e0e4cb6""}";Le centre socio-culturel La Maison Nouvelle s'adresse à tous, des nouveaux-nés aux aînés.;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/4c4dc919209baa592f56d8533e044f98;;5d41656640bb4e913e0e4cb6;contact@lamaisonnouvelle.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""WASQUEHAL"", ""streetAddress"": ""9 Rue du Haut Vinage"", ""postalCode"": ""59290"", ""codeInsee"": ""59646"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.659091"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.121059""}";Organization;Centre social Maison Nouvelle;50.659091;3.121059;50.659091,3.121059;https://www.communecter.org/#@centreSocialMaisonNouvelle;WASQUEHAL;59646;59290;9 Rue du Haut Vinage
maisonPourTousDeLaMousserie;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://mousserie.centres-sociaux.fr"", ""communecter"": ""https://www.communecter.org/#@maisonPourTousDeLaMousserie"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656640bb4e913e0e4cc5""}";Le Centre Social est une structure permettant la réalisation de projets par les habitants du quartier.;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/c4572461c26df7147f255d760a4a342a;;5d41656640bb4e913e0e4cc5;accueil@centresocialmousserie.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""WATTRELOS"", ""streetAddress"": ""Rue Frédéric Chopin"", ""postalCode"": ""59150"", ""codeInsee"": ""59650"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.709276"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.182804""}";Organization;Maison pour tous de la Mousserie;50.709276;3.182804;50.709276,3.182804;https://www.communecter.org/#@maisonPourTousDeLaMousserie;WATTRELOS;59650;59150;Rue Frédéric Chopin
