name,supporting_structure_name,description,type,status,legal_entity_type,siret,address_raw,address_housenumber,address_street,address_postcode,address_citycode,address_city,address_departement_code,address_departement_name,address_region_name,latitude,longitude,is_itinerant,itinerant_details,is_online,contact_phone_raw,contact_phone,contact_phone_details,contact_email,contact_website_url,contact_facebook_url,contact_twitter_url,contact_youtube_url,opening_hours_raw,opening_hours_osm_format,opening_hours_details,target_audience_raw,target_audience,support_access_raw,support_access,support_mode_raw,support_mode,is_free,price_details,payment_methods,labels_raw,labels,aide_mapped,francilin_id,lieu_nom,contact_nom,adresse,code_postal,commune,horaires,telephone,e_mail,site_web,aide,accessibilite,label,SIRET,thematique_principale,services,source,id_source
Médiathèque,,,,,,,70 bis avenue Ledru Rollin 94170 Le Perreux-sur-Marne,70 bis,Avenue Ledru-rollin,94170,94058,Le Perreux-sur-Marne,94,Val-de-Marne,Île-de-France,48.842527,2.502619,,,,0148713857,0148713857,,mediatheque@leperreux94.fr,www.leperreux94.fr,,,,"Tu 15:00-19:00; We,Sa 10:00-18:00; Fr 10:00-12:00,15:00-19:00","Tu 15:00-19:00; We,Sa 10:00-18:00; Fr 10:00-12:00,15:00-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",271,Médiathèque,,70 bis avenue Ledru Rollin,94170,Le Perreux-sur-Marne,"Tu 15:00-19:00; We,Sa 10:00-18:00; Fr 10:00-12:00,15:00-19:00",0148713857,mediatheque@leperreux94.fr,www.leperreux94.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque,,,,,,,53 avenue de Fontainebleau (Centre Commercial Okabe) 94270 Le Kremlin-Bicêtre,53,Avenue de Fontainebleau,94270,94043,Le Kremlin-Bicêtre,94,Val-de-Marne,Île-de-France,48.81269,2.361677,,,,0149601525,0149601525,,,,,,,"Tu-Fr 12:00-19:00; We,Sa 10:00-19:00","Tu-Fr 12:00-19:00; We,Sa 10:00-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",272,Médiathèque,,53 avenue de Fontainebleau (Centre Commercial Okabe),94270,Le Kremlin-Bicêtre,"Tu-Fr 12:00-19:00; We,Sa 10:00-19:00",0149601525,,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque,,,,,,,152 avenue Danielle Casanova 94200 Ivry-sur-Seine,152,Avenue Danielle Casanova,94200,94041,Ivry-sur-Seine,94,Val-de-Marne,Île-de-France,48.812823,2.385801,,,,0156202530,0156202530,,mediatheque@ivry94.fr,mediatheque.ivry94.fr,,,,"Tu,Fr 14:00-20:00; We,Sa 10:00-18:00","Tu,Fr 14:00-20:00; We,Sa 10:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,273,Médiathèque,,152 avenue Danielle Casanova,94200,Ivry-sur-Seine,"Tu,Fr 14:00-20:00; We,Sa 10:00-18:00",0156202530,mediatheque@ivry94.fr,mediatheque.ivry94.fr,1,,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque,,,,,,,Rue Chevre d'autreville 94320 Thiais,,Rue Chèvre d'Autreville,94320,94073,Thiais,94,Val-de-Marne,Île-de-France,48.764232,2.390059,,,,0148924271,0148924271,,media.bibliotheque@ville-thiais.com,mediatheque-thiais.dnsalias.net,,,,"Tu,Fr 14:00-18:00; We 09:00-18:00; Th 09:00-12:00,14:00-18:00; Sa 10:00-12:00,14:00-18:00","Tu,Fr 14:00-18:00; We 09:00-18:00; Th 09:00-12:00,14:00-18:00; Sa 10:00-12:00,14:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,274,Médiathèque,,Rue Chevre d'autreville,94320,Thiais,"Tu,Fr 14:00-18:00; We 09:00-18:00; Th 09:00-12:00,14:00-18:00; Sa 10:00-12:00,14:00-18:00",0148924271,media.bibliotheque@ville-thiais.com,mediatheque-thiais.dnsalias.net,1,,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque,,,,,,,27 Quater avenue de la Sabliere 94450 Limeil-Brévannes,27 quater,Avenue de la Sablière,94450,94044,Limeil-Brévannes,94,Val-de-Marne,Île-de-France,48.753299,2.493985,,,,0141943230,0141943230,,mediatheque.limeil-brevannes@gpsea.fr,,,,,"Tu,Fr 14:00-18:30; We,Sa 10:00-18:00","Tu,Fr 14:00-18:30; We,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",275,Médiathèque,,27 Quater avenue de la Sabliere,94450,Limeil-Brévannes,"Tu,Fr 14:00-18:30; We,Sa 10:00-18:00",0141943230,mediatheque.limeil-brevannes@gpsea.fr,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque,,,,,,,1 rue Maurice Berthaux 94370 Sucy-en-Brie,1,Rue Maurice Berteaux,94370,94071,Sucy-en-Brie,94,Val-de-Marne,Île-de-France,48.771432,2.519588,,,,0141941830,0141941830,,mediatheque.sucy@gpsea.fr,www.ville-sucy.fr,,,,"Tu,Fr 14:00-18:00; We,Sa 09:00-18:00","Tu,Fr 14:00-18:00; We,Sa 09:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,276,Médiathèque,,1 rue Maurice Berthaux,94370,Sucy-en-Brie,"Tu,Fr 14:00-18:00; We,Sa 09:00-18:00",0141941830,mediatheque.sucy@gpsea.fr,www.ville-sucy.fr,1,,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque,,,,,,,3 rue de la Division Leclerc 94250 Gentilly,3,Rue de la Division Leclerc,78440,78267,Gargenville,78,Yvelines,Île-de-France,48.991542,1.81025,,,,0141242148,0141242148,,mediatheque .numerique@ville-gentilly.fr,mediatheque.gentilly.fr,,,,"Tu,Fr 13:00-18:00; We 10:00-18:00; Sa 10:00-13:00,14:00-18:00","Tu,Fr 13:00-18:00; We 10:00-18:00; Sa 10:00-13:00,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",277,Médiathèque,,3 rue de la Division Leclerc,94250,Gentilly,"Tu,Fr 13:00-18:00; We 10:00-18:00; Sa 10:00-13:00,14:00-18:00",0141242148,mediatheque .numerique@ville-gentilly.fr,mediatheque.gentilly.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Andre Helle,,,,,,,Place du Forum 94470 Boissy-Saint-Léger,,Place du Forum,94470,94004,Boissy-Saint-Léger,94,Val-de-Marne,Île-de-France,48.754035,2.502015,,,,0145102677,0145102677,,mediatheque.boissy@gpsea.fr,,,,,"Tu-Fr 16:00-18:00; We 10:00-17:00; Sa 10:00-12:00,14:00-17:00","Tu-Fr 16:00-18:00; We 10:00-17:00; Sa 10:00-12:00,14:00-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",278,Médiathèque Andre Helle,,Place du Forum,94470,Boissy-Saint-Léger,"Tu-Fr 16:00-18:00; We 10:00-17:00; Sa 10:00-12:00,14:00-17:00",0145102677,mediatheque.boissy@gpsea.fr,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Andre Malraux,,,,,,,4 rue Albert Camus 94700 Maisons-Alfort,4,Rue Albert Camus,94700,94046,Maisons-Alfort,94,Val-de-Marne,Île-de-France,48.802193,2.443383,,,,0143763077,0143763077,,,,,,,"Tu-Fr 14:00-19:30; We,Sa 09:30-17:00","Tu-Fr 14:00-19:30; We,Sa 09:30-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",279,Médiathèque Andre Malraux,,4 rue Albert Camus,94700,Maisons-Alfort,"Tu-Fr 14:00-19:30; We,Sa 09:30-17:00",0143763077,,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Aragon,,,,,,,17 rue Pierre Mendes France 94600 Choisy-le-Roi,17,Rue Pierre Mendès-france,94600,94022,Choisy-le-Roi,94,Val-de-Marne,Île-de-France,48.76254,2.414426,,,,0175376070,0175376070,,mediatheques@choisyleroi.fr,mediatheque.choisyleroi.fr,,,,"Tu,Fr 10:00-19:00; We,Sa 10:00-18:00; Th 12:00-19:00","Tu,Fr 10:00-19:00; We,Sa 10:00-18:00; Th 12:00-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",280,Médiathèque Aragon,,17 rue Pierre Mendes France,94600,Choisy-le-Roi,"Tu,Fr 10:00-19:00; We,Sa 10:00-18:00; Th 12:00-19:00",0175376070,mediatheques@choisyleroi.fr,mediatheque.choisyleroi.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Boris Vian,,,,,,,25 avenue du President Franklin Roosevelt 94550 Chevilly-Larue,25,Av du Pdt Franklin Roosevelt,94550,94021,Chevilly-Larue,94,Val-de-Marne,Île-de-France,48.771814,2.359665,,,,0145601990,0145601990,,mediathequechevilly.cyber-base.org,mediatheque.ville-chevilly-larue.fr,,,,"Tu,Th 15:00-20:00; We,Sa 10:00-18:00; Fr 15:00-18:00","Tu,Th 15:00-20:00; We,Sa 10:00-18:00; Fr 15:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",281,Médiathèque Boris Vian,,25 avenue du President Franklin Roosevelt,94550,Chevilly-Larue,"Tu,Th 15:00-20:00; We,Sa 10:00-18:00; Fr 15:00-18:00",0145601990,mediathequechevilly.cyber-base.org,mediatheque.ville-chevilly-larue.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Centre Culturel Aragon Triolet,,,,,,,1 place Gaston Viens 94310 Orly,1,Place Gaston Viens,94310,94054,Orly,94,Val-de-Marne,Île-de-France,48.744963,2.408221,,,,0148902424,0148902424,,,www.centre-culturel-orly.fr,,,,"Tu,Fr 14:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-17:00","Tu,Fr 14:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",282,Médiathèque Centre Culturel Aragon Triolet,,1 place Gaston Viens,94310,Orly,"Tu,Fr 14:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-17:00",0148902424,,www.centre-culturel-orly.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Cœur de Ville,,,,,,,98 rue de Fontenay 94300 Vincennes,98,Rue de Fontenay,94300,94080,Vincennes,94,Val-de-Marne,Île-de-France,48.848047,2.439436,,,,0143986750,0143986750,,,www.biblio.vincennes.fr,,,,"Tu 10:30-12:30,16:00-19:00; We,Sa 15:00-18:00; Fr 16:00-19:00","Tu 10:30-12:30,16:00-19:00; We,Sa 15:00-18:00; Fr 16:00-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",283,Médiathèque Cœur de Ville,,98 rue de Fontenay,94300,Vincennes,"Tu 10:30-12:30,16:00-19:00; We,Sa 15:00-18:00; Fr 16:00-19:00",0143986750,,www.biblio.vincennes.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Croix des Meches,,,,,,,Rue Charpy 94000 Créteil,,Rue Charpy,94000,94028,Créteil,94,Val-de-Marne,Île-de-France,48.787113,2.452828,,,,0141943166,0141943166,,mediatheque.creteil.meches@gpsea.fr,mediatheque.sudestavenir.fr,,,,"Tu,Fr 14:00-18:00; We,Sa 10:00-18:00","Tu,Fr 14:00-18:00; We,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",284,Médiathèque Croix des Meches,,Rue Charpy,94000,Créteil,"Tu,Fr 14:00-18:00; We,Sa 10:00-18:00",0141943166,mediatheque.creteil.meches@gpsea.fr,mediatheque.sudestavenir.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque de Bercy,,,,,,,7 - 9 rue du Nouveau Bercy 94220 Charenton-le-Pont,9,Rue du Nouveau Bercy,94220,94018,Charenton-le-Pont,94,Val-de-Marne,Île-de-France,48.824047,2.397521,,,,0146766500,0146766500,,,http://mediatheques.charentonlepont.fr,,,,"Tu 14:00-18:00; We,Sa 10:00-18:00; Fr 14:00-19:00","Tu 14:00-18:00; We,Sa 10:00-18:00; Fr 14:00-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",285,Médiathèque de Bercy,,7 - 9 rue du Nouveau Bercy,94220,Charenton-le-Pont,"Tu 14:00-18:00; We,Sa 10:00-18:00; Fr 14:00-19:00",0146766500,,http://mediatheques.charentonlepont.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque des Bleuets,,,,,,,1 place des Bouleaux 94000 Créteil,1,Place des Bouleaux,94000,94028,Créteil,94,Val-de-Marne,Île-de-France,48.802665,2.454934,,,,0141943093,0141943093,,mediatheque.creteil.bleuets@gpsea.fr,mediatheque.sudestavenir.fr,,,,"Tu,Fr 14:00-18:00; We 10:00-18:00","Tu,Fr 14:00-18:00; We 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",286,Médiathèque des Bleuets,,1 place des Bouleaux,94000,Créteil,"Tu,Fr 14:00-18:00; We 10:00-18:00",0141943093,mediatheque.creteil.bleuets@gpsea.fr,mediatheque.sudestavenir.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque des Gondoles,,,,,,,1 avenue d'alfortville 94600 Choisy-le-Roi,1,Avenue d'Alfortville,94600,94022,Choisy-le-Roi,94,Val-de-Marne,Île-de-France,48.76734,2.414174,,,,0148906680,0148906680,,cvaissie@ville-choisy-le-roi.fr,mediatheque.choisyleroi.fr,,,,"Tu 15:00-18:00; We,Sa 10:00-12:00,13:30-18:00; Fr 10:00-12:00,15:00-18:00","Tu 15:00-18:00; We,Sa 10:00-12:00,13:30-18:00; Fr 10:00-12:00,15:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",287,Médiathèque des Gondoles,,1 avenue d'alfortville,94600,Choisy-le-Roi,"Tu 15:00-18:00; We,Sa 10:00-12:00,13:30-18:00; Fr 10:00-12:00,15:00-18:00",0148906680,cvaissie@ville-choisy-le-roi.fr,mediatheque.choisyleroi.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque des Quais,,,,,,,36 Quai des Carrieres 94220 Charenton-le-Pont,36,Quai des Carrieres,94220,94018,Charenton-le-Pont,94,Val-de-Marne,Île-de-France,48.818956,2.408854,,,,0146766922,0146766922,,,http://mediatheques.charentonlepont.fr,,,,"Tu,Th 14:00-18:00; We,Sa 10:00-18:00; Fr 14:00-19:00","Tu,Th 14:00-18:00; We,Sa 10:00-18:00; Fr 14:00-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",288,Médiathèque des Quais,,36 Quai des Carrieres,94220,Charenton-le-Pont,"Tu,Th 14:00-18:00; We,Sa 10:00-18:00; Fr 14:00-19:00",0146766922,,http://mediatheques.charentonlepont.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque du Pole Culturel,,,,,,,82 rue Marcel Bourdarias 94140 Alfortville,,Rue Marcel Bourdarias,94140,94002,Alfortville,94,Val-de-Marne,Île-de-France,48.810443,2.420317,,,,0143751001,0143751001,,mediatheque.alfortville-poleculturel@gpsea.fr,mediatheques.sudestavenir.fr,,,,"Tu,Fr 12:00-19:00; We,Sa 10:00-18:00","Tu,Fr 12:00-19:00; We,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",289,Médiathèque du Pole Culturel,,82 rue Marcel Bourdarias,94140,Alfortville,"Tu,Fr 12:00-19:00; We,Sa 10:00-18:00",0143751001,mediatheque.alfortville-poleculturel@gpsea.fr,mediatheques.sudestavenir.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Elsa Triolet,,,,,,,1 esplanade Pierre Yves Cosnier 94800 Villejuif,1,Esplanade Pierre Yves Cosnier,94800,94076,Villejuif,94,Val-de-Marne,Île-de-France,48.792182,2.363044,,,,0145592559,0145592559,,mediatheque@villejuif.fr,mediatheque.villejuif.fr,,,,"Tu-Fr 13:00-19:00; We,Sa 10:00-18:00","Tu-Fr 13:00-19:00; We,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",290,Médiathèque Elsa Triolet,,1 esplanade Pierre Yves Cosnier,94800,Villejuif,"Tu-Fr 13:00-19:00; We,Sa 10:00-18:00",0145592559,mediatheque@villejuif.fr,mediatheque.villejuif.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Espace Jean Moulin,,,,,,,2 rue Boieldieu 94350 Villiers-sur-Marne,2,Rue Boieldieu,94350,94079,Villiers-sur-Marne,94,Val-de-Marne,Île-de-France,48.825915,2.541735,,,,0149413888,0149413888,,mediatheque@mail-villiers94.com,www.villiers94.fr,,,,"Tu,Fr 15:00-19:00; We,Sa 10:00-18:00","Tu,Fr 15:00-19:00; We,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",291,Médiathèque Espace Jean Moulin,,2 rue Boieldieu,94350,Villiers-sur-Marne,"Tu,Fr 15:00-19:00; We,Sa 10:00-18:00",0149413888,mediatheque@mail-villiers94.com,www.villiers94.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Eugene Delacroix,,,,,,,29 rue du Marechal Leclerc 94410 Saint-Maurice,29,Rue du Maréchal Leclerc,94410,94069,Saint-Maurice,94,Val-de-Marne,Île-de-France,48.818265,2.423023,,,,0145188171,0145188171,,,,,,,"Tu-Fr 13:00-18:00; We,Sa 10:00-17:00","Tu-Fr 13:00-18:00; We,Sa 10:00-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",292,Médiathèque Eugene Delacroix,,29 rue du Marechal Leclerc,94410,Saint-Maurice,"Tu-Fr 13:00-18:00; We,Sa 10:00-17:00",0145188171,,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Ile St Pierre,,,,,,,148 rue Etienne Dolet 94140 Alfortville,148,Rue Etienne Dolet,94140,94002,Alfortville,94,Val-de-Marne,Île-de-France,48.786134,2.42616,,,,0141941840,0141941840,,mediqtheque.alfortville.ile-saint-pierre@gpsea.fr,mediatheques.sudestavenir.fr,,,,"Tu,Fr 15:00-19:00; We,Sa 10:00-18:00","Tu,Fr 15:00-19:00; We,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",293,Médiathèque Ile St Pierre,,148 rue Etienne Dolet,94140,Alfortville,"Tu,Fr 15:00-19:00; We,Sa 10:00-18:00",0141941840,mediqtheque.alfortville.ile-saint-pierre@gpsea.fr,mediatheques.sudestavenir.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Jacques Duhamel,,,,,,,Esplanade du 7 Juillet 1899 94420 Le Plessis-Trévise,,Allée de la Forêt,94420,94059,Le Plessis-Trévise,94,Val-de-Marne,Île-de-France,48.800514,2.586848,,,,0149622560,0149622560,,mediatheque.leplessistrevise@gpsea.fr,www.mediathequeplessis.net,,,,"We,Sa 09:30-12:30; Th 16:00-18:00; Fr 14:30-20:00","We,Sa 09:30-12:30; Th 16:00-18:00; Fr 14:30-20:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",294,Médiathèque Jacques Duhamel,,Esplanade du 7 Juillet 1899,94420,Le Plessis-Trévise,"We,Sa 09:30-12:30; Th 16:00-18:00; Fr 14:30-20:00",0149622560,mediatheque.leplessistrevise@gpsea.fr,www.mediathequeplessis.net,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Jacques Prevert,,,,,,,7 rue Auguste Duru 94480 Ablon-sur-Seine,7,Avenue Auguste Duru,94480,94001,Ablon-sur-Seine,94,Val-de-Marne,Île-de-France,48.724181,2.420302,,,,0149613369,0149613369,,mediatheque-ablonsurseine@grandorlyseinebievre.fr,www.ablon-sur-seine.fr,,,,"Tu 14:00-18:00; We 10:00-12:30,14:00-18:30; Fr 15:00-19:00; Sa 10:00-12:30,14:00-17:00","Tu 14:00-18:00; We 10:00-12:30,14:00-18:30; Fr 15:00-19:00; Sa 10:00-12:30,14:00-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",295,Médiathèque Jacques Prevert,,7 rue Auguste Duru,94480,Ablon-sur-Seine,"Tu 14:00-18:00; We 10:00-12:30,14:00-18:30; Fr 15:00-19:00; Sa 10:00-12:30,14:00-17:00",0149613369,mediatheque-ablonsurseine@grandorlyseinebievre.fr,www.ablon-sur-seine.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Jean d'ormesson,,,,,,,1 rue Antoine Pinay 94490 Ormesson-sur-marne,1,Rue Antoine Pinay,94490,94055,Ormesson-sur-Marne,94,Val-de-Marne,Île-de-France,48.787343,2.545405,,,,0145946585,0145946585,,mediatheque.ormesson@gpsea.fr,,,,,Mo-Fr 14:00-18:00; We 09:00-18:00; Th off; Sa 09:00-17:00,Mo-Fr 14:00-18:00; We 09:00-18:00; Th off; Sa 09:00-17:00,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",296,Médiathèque Jean d'ormesson,,1 rue Antoine Pinay,94490,Ormesson-sur-marne,Mo-Fr 14:00-18:00; We 09:00-18:00; Th off; Sa 09:00-17:00,0145946585,mediatheque.ormesson@gpsea.fr,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Jean Ferrat,,,,,,,53 rue de Paris 94190 Villeneuve-Saint-Georges,53,Rue de Paris,94190,94078,Villeneuve-Saint-Georges,94,Val-de-Marne,Île-de-France,48.727965,2.446369,,,,0145950965,0145950965,,bibliotheque@villeneuve-saint-georges.fr,mediatheque.villeneuve-saint-georges.fr,,,,"Tu,Fr 16:00-18:00; We,Sa 09:00-17:00","Tu,Fr 16:00-18:00; We,Sa 09:00-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",297,Médiathèque Jean Ferrat,,53 rue de Paris,94190,Villeneuve-Saint-Georges,"Tu,Fr 16:00-18:00; We,Sa 09:00-17:00",0145950965,bibliotheque@villeneuve-saint-georges.fr,mediatheque.villeneuve-saint-georges.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Jules Verne,,,,,,,28 rue des Tourmanfis 94360 Bry-sur-Marne,28,Rue des Tournanfis,94360,94015,Bry-sur-Marne,94,Val-de-Marne,Île-de-France,48.839701,2.53175,,,,0147065703,0147065703,,mediatheque@bry94.fr,www.mediatheque.bry94.fr,,,,"Tu,Fr 14:00-17:00; We,Sa 10:00-18:00","Tu,Fr 14:00-17:00; We,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",298,Médiathèque Jules Verne,,28 rue des Tourmanfis,94360,Bry-sur-Marne,"Tu,Fr 14:00-17:00; We,Sa 10:00-18:00",0147065703,mediatheque@bry94.fr,www.mediatheque.bry94.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque la Meridienne,,,,,,,1 place du General de Gaulle 94150 Rungis,1,Place du Général de Gaulle,94150,94065,Rungis,94,Val-de-Marne,Île-de-France,48.749023,2.350511,,,,0179616161,0179616161,,mediatheque@ville-rungis.fr,bibliotheque.rungis.fr,,,,"Tu,Fr 14:00-19:00; We,Sa 10:00-18:00","Tu,Fr 14:00-19:00; We,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",299,Médiathèque la Meridienne,,1 place du General de Gaulle,94150,Rungis,"Tu,Fr 14:00-19:00; We,Sa 10:00-18:00",0179616161,mediatheque@ville-rungis.fr,bibliotheque.rungis.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Louis Aragon,,,,,,,2 avenue Rabelais 94120 Fontenay-sous-Bois,2,Avenue Rabelais,94120,94033,Fontenay-sous-Bois,94,Val-de-Marne,Île-de-France,48.851096,2.475668,,,,0149747960,0149747960,,mediatheque@fontenay-sous-bois.fr,www.mediatheque.fontenay-sous-bois.fr,,,,"Tu 16:00-19:30; We,Sa 10:30-12:30,14:00-18:00; Fr 12:00-18:00","Tu 16:00-19:30; We,Sa 10:30-12:30,14:00-18:00; Fr 12:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",300,Médiathèque Louis Aragon,,2 avenue Rabelais,94120,Fontenay-sous-Bois,"Tu 16:00-19:30; We,Sa 10:30-12:30,14:00-18:00; Fr 12:00-18:00",0149747960,mediatheque@fontenay-sous-bois.fr,www.mediatheque.fontenay-sous-bois.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
Médiathèque Louis Pergaud,,,,,,,1 rue Louis Frebault 94110 Arcueil,1,Rue Louis Frébault,94110,94003,Arcueil,94,Val-de-Marne,Île-de-France,48.805139,2.334996,,,,0149085170,0149085170,,mediatheque@mairie-arcueil.fr,www.arcueil.fr,,,,"Tu-Fr 15:30-18:00; We 10:00-17:00; Sa 10:00-13:00,14:30-18:30","Tu-Fr 15:30-18:00; We 10:00-17:00; Sa 10:00-13:00,14:30-18:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",301,Médiathèque Louis Pergaud,,1 rue Louis Frebault,94110,Arcueil,"Tu-Fr 15:30-18:00; We 10:00-17:00; Sa 10:00-13:00,14:30-18:30",0149085170,mediatheque@mairie-arcueil.fr,www.arcueil.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
