rh_id,n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,code_departement
RH_fiche_172_,,,31,Saint Gaudens,,Club de prévention Saint Gaudens,,31800.0,,,31800 Saint Gaudens,nan,,,,Collectivités,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.120831,0.725021,,,,=31=
RH_fiche_173_,,,31,Saint Gaudens,,CyberBase de Saint Gaudens,,31800.0,,,31800 Saint Gaudens,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.120831,0.725021,,,,=31=
RH_fiche_174_,,,31,Saint Gaudens,,TIERS LIEUX EN COMMINGES,,31800.0,1 place Maréchal Juin,,1 place Maréchal Juin 31800 Saint Gaudens,nan,,PRV. ASSOCIATION,MAISON DE L AVENIR COMMINGES PYRENEES,,05.61.94.66.45,julie@maisondelavenir.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.109097999999996,0.726493,,,,=31=
RH_fiche_175_,,,31,Saint Gaudens,,Cyber-base,,31800.0,1 Place du Marechal Juin,,1 Place du Marechal Juin 31800 Saint Gaudens,430288.0,2 979 497,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,APTIC,APTIC,,,43.109097999999996,0.726493,,,,=31=
RH_fiche_176_,,,65,Saint Laurent de Neste,,SARAPP GRETA des Hautes-Pyrénées,,65150.0,,,65150 Saint Laurent de Neste,nan,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.090206,0.481209,,,,=65=
RH_fiche_177_,,,65,Saint Laurent de Neste,,Maison du savoir,,65150.0,,,65150 Saint Laurent de Neste,4281608.0,32 982,,,,,contact@maisondusavoir.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.090206,0.481209,,,,=65=
RH_fiche_178_,,,65,Saint Laurent de Neste,,FABLAB SAPIENS,,65150.0,ZA Pic Pyrénées Innovation,,ZA Pic Pyrénées Innovation 65150 Saint Laurent de Neste,nan,,PUB. EPCI,C.C. CANTON DE ST LAURENT DE NESTE,,,maxime.lagarde@neste-barousse.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.077075,0.48245299999999997,,,,=65=
RH_fiche_179_,,,65,Saint Laurent de Neste,,FABLAB SAPIENS,,65150.0,,,65150 Saint Laurent de Neste,nan,,PUB. EPCI,CC NESTE BAROUSSE,,05 62 99 35 23 - 06 71 32 51 67,maxime.lagarde@neste-barousse.fr,,,,,,,,,,Decembre 2019,,,FL,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.090206,0.481209,FL,,,=65=
RH_fiche_180_,,,11,Saint Marcel sur Aude,,Centre Socioculturel et Familial ‘Les Passerelles’,,11120.0,107  avenue de Saint Pons,BP 8,107  avenue de Saint Pons 11120 Saint Marcel sur Aude,nan,,,,FIGO Centre social,04 68 42 35 25,lespasserelles@cs-les-passerelles.fr,www.cs-les-passerelles.fr,9h – 12h et 14h – 18h,9h - 12h,9h – 12h et 14h – 18h,9h - 12h,9h - 12h,,,<p><br><ul><li>lundi : 9h – 12h et 14h – 18h</li><li>mardi : 9h - 12h</li><li>mercredi : 9h – 12h et 14h – 18h</li><li>jeudi : 9h - 12h</li><li>vendredi : 9h - 12h</li></ul></p>,Decembre 2019,,,ORDM,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ACCDA,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ACCN,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,MFS,France Services,,,43.251553,2.914701,ORDM-ACCDA-ACCN-SENS-COMP,,,=11=
RH_fiche_181_,,,31,Saint Orens,,CCAS,,31650.0,,,31650 Saint Orens,nan,,,,Mairie,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.553523999999996,1.532526,,,,=31=
RH_fiche_182_,,,31,Saint Orens de Gameville,,Espace Pour Tous,,31650.0,,,31650 Saint Orens de Gameville,432432.0,63 311,,,FIGO Centre social,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.553523999999996,1.532526,,,,=31=
RH_fiche_183_,,,32,Saint-Clar,,Médiathèque de Saint-Clar,,32380.0,place dastros,,place dastros 32380 Saint-Clar,nan,,,,FIGO Centre social,05 62 07 49 12,mediathequestclar@orange.fr,https://fr-fr.facebook.com/mediatheque.desaintclar,,,,,,,,,,,,ORDM,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,43.890771,0.769521,ORDM-COMP,,,=32=
RH_fiche_184_,,,31,Saint-Jean,,ESPACE MEDIATION NUMERIQUE ST JEAN,,31240.0,,,31240 Saint-Jean,nan,,PUB. COMMUNE,COMMUNE DE ST JEAN,,05 32 09 68 37,sylvie.blanc@mairie-saintjean.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.664181,1.5045629999999999,,,,=31=
RH_fiche_185_,,,31,Saint-Jean,,MJC Les Granges / Saint Jean,,31240.0,33 route d'Albi,ter,33 route d'Albi 31240 Saint-Jean,nan,,,,,05 32 09 67 50,,https://www.mairie-saintjean.fr/les-granges/,,,,,,,,,Decembre 2019,,,ORDM,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,FL,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,43.664503,1.50383,ORDM-COMP-FL,,,=31=
RH_fiche_186_,,,31,Saint-Jean,,Centre Social Les Granges / Saint Jean,,31240.0,33 route d'Albi,ter,33 route d'Albi 31240 Saint-Jean,nan,,,,FIGO Centre social,05 32 09 68 37,,https://www.mairie-saintjean.fr/les-granges/,,,,,,,,,,,,ACCN,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,43.664503,1.50383,ACCN-SENS-SENS,,,=31=
RH_fiche_187_,,,31,Saint-Jean,,CREATEC - LES GRANGES,,31240.0,33 terue route d'Albi,,33 terue route d'Albi 31240 Saint-Jean,nan,,PRV. ASSOCIATION,ASSOCIATION MJC SAINT JEAN,,,direction@mjcstj31.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.664503,1.50383,,,,=31=
RH_fiche_188_,,,31,Saint-Lys,,MJC-Centre social,,31470.0,1 Rue des Glycines,,1 Rue des Glycines 31470 Saint-Lys,nan,,,,FIGO Centre social,05 34 48 56 91,centresocial@saint-lys.fr,,,,,,,,,,Janvier 2020,,,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.511462,1.17435,COMP,,,=31=
RH_fiche_189_,,,11,Salles sur l'hers,,Castelnaudary Lauragais Audois,ENERGIES PIEGE,11410.0,9 Rue des Rosiers,,9 Rue des Rosiers 11410 Salles sur l'hers,nan,,,,Association,,,,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,-,,<p><br><ul><li>lundi : 8:30 - 12:00</li><li>mardi : 8:30 - 12:00 / 13:30 - 17:00</li><li>mercredi : 8:30 - 12:00 / 13:30 - 17:00</li><li>jeudi : 8:30 - 12:00 / 13:30 - 17:00</li><li>vendredi : 8:30 - 12:00</li><li>samedi : -</li></ul></p>,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.293559,1.782531,,,,=11=
RH_fiche_190_,,,32,Samatan,,MSAP Gestes,,nan,,,Samatan,nan,,,,MSAP,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,43.492442,0.926737,,,,=32=
RH_fiche_191_,,,32,Samatan,,Le bureau Samatanais,,32130.0,,,32130 Samatan,nan,,,,,05 62 59 71 02,contact@lebureausamatanais.fr,http://www.lebureausamatanais.fr/#,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.492442,0.926737,,,,=32=
RH_fiche_192_,,,32,Samatan,,CCAS,,32130.0,,,32130 Samatan,nan,,,,MSAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.492442,0.926737,,,,=32=
RH_fiche_193_,,,32,Samatan,,LE BUREAU SAMATANAIS,,32130.0,6 rue de la commanderie,,6 rue de la commanderie 32130 Samatan,nan,,PRV. SAS,SAS LE BUREAU SAMATANAIS,,06 33 48 01 17,contact@lebureausamatanais.fr,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.492672999999996,0.931293,,,,=32=
RH_fiche_194_,,,65,Sarp,,Sarp,CC Neste Barousse,65370.0,Maison de la Barousse,Centre Village,Maison de la Barousse 65370 Sarp,nan,,,,,,communaute-de-communes@neste-barousse.fr,,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,-,,<p><br><ul><li>lundi : 9:00 - 12:30 / 14:00 - 17:00</li><li>mardi : 9:00 - 12:30 / 14:00 - 17:00</li><li>mercredi : 9:00 - 12:30 / 14:00 - 17:00</li><li>jeudi : 9:00 - 12:30 / 14:00 - 17:00</li><li>vendredi : 9:00 - 12:30 / 14:00 - 17:00</li><li>samedi : -</li></ul></p>,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.023990000000005,0.602721,,,,=65=
RH_fiche_195_,,,65,Sarp,,Maison de la Communauté de communes MSAP,,65370.0,le village,,le village 65370 Sarp,nan,,,,,05 62 99 35 23,communaute-de-communes@neste-barousse.fr,,,,,,,,,,Decembre 2019,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,oui,,43.018349,0.589171,ORD,TP,,=65=
RH_fiche_196_,,,32,Sarrant,,Espace de Vie Sociale LaMIS,,32120.0,14 rue du milieu,,14 rue du milieu 32120 Sarrant,nan,,,,FIGO Centre social,05 42 54 25 24,lamis@orange.fr,,,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,,,<p><br><ul><li>mardi : 11h - 12h30 et 13h30 - 17h</li><li>mercredi : 11h - 12h30 et 13h30 - 17h</li><li>jeudi : 11h - 12h30 et 13h30 - 17h</li><li>vendredi : 11h - 12h30 et 13h30 - 17h</li></ul></p>,Janvier 2020,,,ORD,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.774131,0.928335,ORD,,,=32=
RH_fiche_197_,,,32,Seissan,,Val de Gers - Antenne de Seissan,Communauté de Communes Val de Gers,32260.0,1 Place Carnot,,1 Place Carnot 32260 Seissan,nan,,,,Collectivité,,accueil@cc-valdegers.fr,,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,-,,<p><br><ul><li>lundi : 9:00 - 12:00 / 13:30 - 17:30</li><li>mardi : 9:00 - 12:00 / 13:30 - 17:30</li><li>mercredi : 9:00 - 12:00 / 13:30 - 17:30</li><li>jeudi : 9:00 - 12:00 / 13:30 - 17:30</li><li>vendredi : 9:00 - 12:00 / 13:30 - 17:30</li><li>samedi : -</li></ul></p>,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.492681,0.592072,,,,=32=
RH_fiche_198_,,,11,Sigean,,PIMMS - Corbières Méditerranée,Union Nationale des PIMMS,11130.0,2 place de la Libération,,2 place de la Libération 11130 Sigean,nan,,,,PIMMS,04 68 33 51 12,sigean@pimms.org,,14:00 - 17:00,9:00 - 13:00 / 14:00 - 19:00,9:00 - 13:00 / 14:00 - 17:00,14:00 - 17:00,9:00 - 12:00,-,,<p><br><ul><li>lundi : 14:00 - 17:00</li><li>mardi : 9:00 - 13:00 / 14:00 - 19:00</li><li>mercredi : 9:00 - 13:00 / 14:00 - 17:00</li><li>jeudi : 14:00 - 17:00</li><li>vendredi : 9:00 - 12:00</li><li>samedi : -</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.0288,2.9794970000000003,,,,=11=
RH_fiche_199_,,,32,Simorre,,LE BOUCHE A OREILLE,,32420.0,,,32420 Simorre,nan,,PRV. SCIC SARL,,,05 62 05 52 42,contact@lebao.fr,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.455778,0.731679,,,,=32=
RH_fiche_200_,,,65,St Lary soulan,,Saint-Lary-Soulan,Guichet Initiative Pluriactivité Emploi (GIPE),65170.0,36 rue Vincent Mir,Galerie Commerciale,36 rue Vincent Mir 65170 St Lary soulan,nan,,,,Association,,,,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,-,,<p><br><ul><li>lundi : 9:00 - 12:00 / 14:00 - 17:00</li><li>mardi : 9:00 - 12:00 / 14:00 - 17:00</li><li>mercredi : 9:00 - 12:00 / 14:00 - 17:00</li><li>jeudi : 9:00 - 12:00 / 14:00 - 17:00</li><li>vendredi : 9:00 - 12:00 / 14:00 - 17:00</li><li>samedi : -</li></ul></p>,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,42.816078999999995,0.320982,,,,=65=
RH_fiche_201_,,,65,St Lary soulan,,MSAP Guichet Initiative Pluriactivité Emploi (GIPE),,65170.0,36 rue Vincent Mir,,36 rue Vincent Mir 65170 St Lary soulan,nan,,,,,05 62 40 08 14,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,oui,,42.816078999999995,0.320982,ORD,TP,,=65=
RH_fiche_202_,,,65,St Lary soulan,,Médiathèque Maison du Patrimoine,,65170.0,41 rue Vincent Mir,,41 rue Vincent Mir 65170 St Lary soulan,nan,,,,,05 62 40 87 86,accueil@patrimoine-stlary.fr,,,,,,,,,,15 03 2019,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,limité 30 min,,42.81661,0.321888,ORD,TP,,=65=
RH_fiche_203_,,,65,Séméac,,bibliothèque Albert Camus,,65600.0,51  rue de la République,,51  rue de la République 65600 Séméac,nan,,,,,05 62 37 78 63,biblio.albert.camus@agglo-tlp.fr,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.228308,0.105468,ORD,TP,,=65=
RH_fiche_204_,,,65,Séméac,,Restos du Cœur,,65600.0,41 rue de la République,,41 rue de la République 65600 Séméac,nan,,Association,,,,,,,,,,,,,,Janvier 2020,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.228272,0.10468,ORD,TP,,=65=
RH_fiche_205_,,,65,Tarbes,,Tarbes Laubadère,La Poste,65000.0,10 Avenue Antoine de Saint-exupéry,,10 Avenue Antoine de Saint-exupéry 65000 Tarbes,nan,,,,La Poste,,,,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,-,,<p><br><ul><li>lundi : 9:00 - 12:00 / 14:00 - 16:30</li><li>mardi : 9:00 - 12:00 / 14:00 - 16:30</li><li>mercredi : 9:00 - 12:00 / 14:00 - 16:30</li><li>jeudi : 9:00 - 12:00 / 14:00 - 16:30</li><li>vendredi : 9:00 - 12:00 / 14:00 - 16:30</li><li>samedi : -</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.2432,0.063311,,,,=65=
RH_fiche_206_,,,65,Tarbes,,L'ADR'ESS,,65000.0,2 Boulevard Garigliano,,2 Boulevard Garigliano 65000 Tarbes,nan,,PRV. ASSOCIATION,LES PETITS DEBROUILLARDS,,06 48 86 91 40,e.portalier@lespetitsdebrouillards.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.244753,0.063663,,,,=65=
RH_fiche_207_,,,65,Tarbes,,CRESCENDO - PLURIFAB - LA MANUFACTURE,,65000.0,14 Boulevard Pierre RENAUDET,,14 Boulevard Pierre RENAUDET 65000 Tarbes,nan,,PRV. ASSOCIATION,ASSOCIATION CRESCENDO,,05.62.36.21.34 - 06.10.78.05.87,emmanuel.dubie@crescendo-tarbes.com,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.246035,0.08127000000000001,,,,=65=
RH_fiche_208_,,,65,Tarbes,,bibliothèque Louis Aragon,,65000.0,31  rue André Fourcade,,31  rue André Fourcade 65000 Tarbes,nan,,,,,05 62 44 38 98,,,,,,,,,,,19 03 2019,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,oui,,43.236028999999995,0.077775,ORD,TP,,=65=
RH_fiche_209_,,,65,Tarbes,,bibliothèque Nelson Mandela,,65000.0,10  avenue Antoine de Saint Exupéry,,10  avenue Antoine de Saint Exupéry 65000 Tarbes,nan,,,,,05 62 37 99 20,biblio.nelson.mandela@agglo-tlp.fr,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,oui,,43.2432,0.063311,ORD,TP,,=65=
RH_fiche_210_,,,65,Tarbes,,Espace Public Initiatives Citoyennes (EPIC),,65000.0,4 rue Erik Satié,,4 rue Erik Satié 65000 Tarbes,nan,,,,,05 62 54 38 72,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.228949,0.050752,ORD,TP,,=65=
RH_fiche_211_,,,65,Tarbes,,Association Informatique Tarbaise,,65000.0,7 rue André Breyer,,7 rue André Breyer 65000 Tarbes,nan,,Association,,,06 25 39 46 24,,,,,,,,,,,2018,,,ORD,TP,cotisation annuelle 20€ donne accès aux ordinateurs et connexion internet.,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : cotisation annuelle 20€ donne accès aux ordinateurs et connexion internet.</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,oui,,43.236366,0.065331,ORD,TP,,=65=
RH_fiche_212_,,,65,Tarbes,,St Vincent de Paul,,65000.0,14 rue Solférino,,14 rue Solférino 65000 Tarbes,nan,,,,,05 62 51 13 82,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.239084999999996,0.065776,ORD,TP,,=65=
RH_fiche_213_,,,65,Tarbes,,Confédération Syndicale des Familles,,65000.0,33 rue E Ténot,,33 rue E Ténot 65000 Tarbes,nan,,,,,05 62 38 17 69,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.234790000000004,0.081453,ORD,TP,,=65=
RH_fiche_214_,,,65,Tarbes,,Maison Départementale de la Solidarité site des Bigerrions,,65000.0,37 boulevard du martinet,,37 boulevard du martinet 65000 Tarbes,nan,,Collectivités,,,05 62 53 34 65,,,,,,,,,,,2018,,,,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.238454,0.082101,,TP,,=65=
RH_fiche_215_,,,65,Tarbes,,Maison Départementale de la Solidarité site de Gaston Dreyt,,65000.0,5 rue Gaston Dreyt,,5 rue Gaston Dreyt 65000 Tarbes,nan,,Collectivités,,,05 62 56 73 02,,,,,,,,,,,2018,,,,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.231116,0.065247,,TP,,=65=
RH_fiche_216_,,,65,Tarbes,,Maison Départementale de la Solidarité site de St Exupéry,,65000.0,8 rue du Comminges,,8 rue du Comminges 65000 Tarbes,nan,,Collectivités,,,05 31 74 36 50,,,,,,,,,,,2018,,,,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.243403,0.06664500000000001,,TP,,=65=
RH_fiche_217_,,,65,Tarbes,,Bureau d'information Jeunesse (BIJ),,65000.0,3 rue colomès de Juillan,,3 rue colomès de Juillan 65000 Tarbes,nan,,,,,05 62 93 22 12,jeunesseviecitoyenne@mairie-tarbes.fr,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,oui <26 ans,,43.234617,0.07326,ORD,TP,,=65=
RH_fiche_218_,,,65,Tarbes,,point jeunes Laub'ados,,65000.0,26 rue Guynemer,,26 rue Guynemer 65000 Tarbes,nan,,,,,05 62 36 31 68,jeunesse.nord@mairie-tarbes.fr,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,oui,,43.242389,0.056429999999999994,ORD,TP,,=65=
RH_fiche_219_,,,65,Tarbes,,Solidarité avec les Gens du Voyage (SAGV),,65000.0,17 avenue Joffre,,17 avenue Joffre 65000 Tarbes,nan,,,,,05 62 36 76 44,sagv65@wanadoo.fr,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.239616999999996,0.071922,ORD,TP,,=65=
RH_fiche_220_,,,65,Tarbes,,atelier Canopé,,65000.0,11 rue G. Magnoac,,11 rue G. Magnoac 65000 Tarbes,nan,,,,,05 62 44 36 36,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,oui,,43.234173,0.075699,ORD,TP,,=65=
RH_fiche_221_,,,65,Tarbes,,Adr'ESS,,65000.0,2 boulevard Gargliano,,2 boulevard Gargliano 65000 Tarbes,nan,,,,,06 56 83 53 57,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,ouia,,43.244753,0.063663,ORD,TP,,=65=
RH_fiche_222_,,,65,Tarbes,,Portes Ouvertes,,65000.0,6 cité Mouysset,,6 cité Mouysset 65000 Tarbes,nan,,,,,06 33 42 80 52,,,,,,,,,,,Decembre 2019,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,oui,,43.225473,0.089473,ORD,TP,,=65=
RH_fiche_223_,,,11,Thezan des corbieres,,Espace Public Numérique de la Contrée de Durban-Corbières,,11200.0,,,11200 Thezan des corbieres,nan,,,,,,developpementlocal@contree-durban-corbieres.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPN,Espace Public Numérique,,,43.088972,2.7875400000000004,,,,=11=
RH_fiche_224_,,,31,Toulouse,,Bibliotheque Grand M,,31000.0,37 avenue de la Reynerie,,37 avenue de la Reynerie 31000 Toulouse,nan,,,Bibliothèque,Collectivités,05 81 91 79 40,,www.bibliotheque.toulouse.fr,,,,,,,,,Decembre 2019,,,ORD,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ACCN,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,43.567207,1.400819,ORD-ACCN,,,=31=
RH_fiche_225_,,,31,Toulouse,,Combustible numérique,,31000.0,,,31000 Toulouse,nan,,Association,Association,Association,,contact@combustible.fr,,,,,,,,,,Decembre 2019,,,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,APTIC,APTIC,,,43.600568,1.433106,COMP-SENS,,,=31=
RH_fiche_226_,,,31,Toulouse,,Trajectoire vers l'emploi,,31000.0,,,31000 Toulouse,nan,,,Association,Association,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
