Dernière MAJ;Lieu;Type Structure;Commune;Adresse postale;Email;Description;Libellé 1;Libellé 2;Proposition de permanence;Présence d'un médiateur;Site internet;Téléphone;Coord. X;Coord. Y;Pôle territorial;Intercommunalité;services;equipements
10/12/2019;Médiathèque Castagnera de Talence;Collectivité;Talence;1, Allée Peixotto - 33400 TALENCE;p.bizet@talence.fr;"Implantée dans le parc Peixotto, à deux pas du tram, la Médiathèque Castagnera est au coeur d'un ""centre ville culturel"" à proximité de l'école de musique, du Forum des Arts et de la Culture, de la librairie Georges et du cinéma UGC.
Sur 2300 m2, 100 000 documents sont répartis dans un souci d'équilibre des collections et de fluidité de circulation des publics.
Ouverte à tous, la Cyber-base permet de se former aux outils informatiques et aux usages du Web. Se servir de son smartphone, préparer un powerpoint ou créer du son numérique, tout s'apprend grâce aux ateliers multimédias !
En accès libre pour la consultation et sur réservation pour les ateliers.
Seule condition : être inscrit à la médiathèque. Inscription gratuite pour l'ensemble des usagers.
Pour les mineurs, seul un responsable légal peut inscrire un usager de moins de 18 ans.
Les enfants de moins de 10 ans doivent être accompagnés d'un adulte durant sa présence dans l'espace numérique";Médiathèque Castagnera de Talence;;Non;Oui;http://portail.mediatheques.talence.fr;05 56 84 78 90;44,807364;-0,58988;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Imprimante multi-fonctions / Ordinateur
14/05/2019;Médiathèque centre-ville et Espace Public Numérique de Mérignac;Collectivité;Mérignac;19 Place Charles de Gaulle - 33700 MERIGNAC;mediatheque@merignac.com;L'espace public numérique (E.P.N.) est dédié à la découverte, à l'apprentissage et à la pratique du multimédia. Deux E.P.N. sont accessibles. Le premier est situé dans la médiathèque du centre-ville et le second à Beaudésert. Chacun peut bénéficier de conseils et être assisté sur les usages numériques par une équipe de professionnels.;Médiathèque centre-ville et Espace Public Numérique de Mérignac;;Non;Oui;http://www.mediatheque.merignac.com;05 57 00 02 20;44,842188;-0,64717;Porte du Médoc;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques;Imprimante / Ordinateur / Scanner / Tablette / Wifi
12/07/2019;Médiathèque Danielle Mitterrand St Ciers sur Gironde;Collectivité;Saint-Ciers-sur-Gironde;5 rue petit village - 33820 ST CIERS SUR GIRONDE;mediatheque.st-ciers-gironde@orange.fr;Espace multimédia - centre d'animation culturelle intégrant les nouvelles technologies de l'information;Médiathèque St Ciers sur Gironde;;Non;Oui;http://www.saintcierssurgironde.fr/;05 57 32 84 36;45,291913;-0,61493;Haute Gironde;CC de l'Estuaire;Accès à Internet en autonomie;Ordinateur
06/05/2019;Médiathèque de BOULIAC;Collectivité;Bouliac;Parc municipal de Vialle - 33270 BOULIAC;bibliothequemairiebouliac@wanadoo.fr;;Médiathèque de BOULIAC;;Non;Non;http://www.ville-bouliac.fr/culture/bibliotheque/;05 56 20 94 04;44,815746;-0,503245;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie;Ordinateur
13/05/2019;Médiathèque de Gradignan;Collectivité;Gradignan;32 route de Léognan - 33170 GRADIGNAN;lamediathequemultimedia@ville-gradignan.fr;;Médiathèque de Gradignan;;Non;Oui;http://www.lamediathequedegradignan.fr/;05 57 12 18 92;44,763498;-0,612244;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur / Tablette / Wifi
05/12/2019;Médiathèque de Thouars;Collectivité;Talence;Le Dôme - 221 avenue de Thouars - 33400 TALENCE;s.top@talence.fr;"La médiathèque de Thouars a ouvert en juin 2012 dans le Dôme, espace municipal de proximité citoyenne. Chaleureuse, claire et accessible, elle se déploie sur 220 m2 de surface et ouvre au public du lundi au vendredi.
3 ordinateurs de la Cyber-base sont accessibles. En accès libre pour la consultation et sur réservation pour les ateliers, à condition d'être inscrit à la médiathèque. L'inscription est gratuite pour l'ensemble des usagers (fourniture d'un justificatif de domicile et d'une pièce d'identité).
Pour les mineurs : seul un responsable légal peut inscrire un usager de moins de 18 ans. Les enfants de moins de 10 ans doivent être accompagnés d'un adulte durant sa présence dans l'espace numérique.";Médiathèque de Thouars;;Non;Non;http://portail.mediatheques.talence.fr/talence.fr/;05 56 84 64 21;44,808047;-0,588598;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Imprimante multi-fonctions / Ordinateur / Scanner
12/07/2019;Médiathèque - Espace Public Numérique Pauillac;Collectivité;Pauillac;13 rue Aristide Briand - 33250 PAUILLAC;epn@mairie-pauillac.fr;;Médiathèque - Espace Public Numérique Pauillac;;Non;Non;http://www.mairie-pauillac.fr;05 56 59 67 90;45,198996;-0,746828;Médoc;CC Médoc Coeur de Presqu'île;;
12/07/2019;Médiathèque François Mitterrand ST LOUBES;Collectivité;Saint-Loubès;32, chemin de Nice - 33450 ST LOUBES;bibliotheque-municipale@saint-loubes.fr;;Médiathèque François Mitterrand ST LOUBES;;Non;Non;http://www.saint-loubes.fr/Mediatheque-Municipale-Francois.html;05 56 78 98 82;44,914641;-0,424356;Hauts de Garonne;CC du Secteur de Saint-Loubès;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Accès Internet / Ordinateur / Wifi
12/07/2019;Médiathèque Gabriela Mistral;Collectivité;Artigues-près-Bordeaux;Allée Bétailhe - 33370 ARTIGUES PRES BORDEAUX;gabrielamistral@mediatheque-artigues.com;"temps ouverture hebdomadaire : 23h en période scolaire et 28h en périodes de vacances scolaires

Périodes scolaires
mardi : 14h00-18h30
mercredi : 10h00-12h30/14h00-18h30
jeudi : 14h00-18h30
vendredi : 14h00-18H30
samedi : 10h00-17h00

Périodes vacances scolaires
mardi : 14h00-18h30
mercredi : 10h00-12h30/14h00-18h30
jeudi : 10h00-12h30/14h00-18h30
vendredi : 10h00-12h30/14h00-18h30
samedi : 10h00-12h30";Médiathèque Gabriela Mistral;;Non;Oui;http://www.mediatheque-artigues.com/;05 56 33 86 90;44,858364;-0,497466;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Accès Internet / Imprimante / Ordinateur / Scanner
12/07/2019;Médiathèque intercommunale Jean Pauly;Collectivité;Gironde-sur-Dropt;3 rue André Dupuy Chauvin - 33190 GIRONDE SUR DROPT;bibliotheque.gironde@reolaisensudgironde.fr;"La médiathèque de Gironde-sur-Dropt, ouverte depuis le 13 avril 2016, vous offre 400m² d'espaces de vie et de collections :
- des livres, CD, DVD pour tous les âges, dans des espaces ouverts et chaleureux ;
- une salle multimédia avec 8 postes informatiques (et le plein d'ateliers pour vous initier) ;
- une salle d'animation pour accueillir ateliers, projections, heures du conte, spectacles pour petits et grands ;
- des tablettes et des consoles de jeux (Xbox One et Wii U) en libre-accès ;
- de la presse régionale et nationale et des magazines pour tous.

Vous pouvez emprunter jusqu'à 15 documents (dont 5 CD et 2 DVD) pour une durée d'un mois, renouvelable une fois.";Médiathèque intercommunale Jean Pauly;;Non;Non;http://mediatheques.reolaisensudgironde.fr/gironde-sur-dropt;05 56 61 18 73;44,58329777;-0,090921258;Sud Gironde;CC du Réolais en Sud Gironde;;
15/05/2019;Médiathèque Jacques Ellul - Espace Infomedi@;Collectivité;Pessac;21 rue de Camponac - 33600 PESSAC;animateur.infomedia@mairie-pessac.fr;;Médiathèque Jacques Ellul - Espace Infomedi@;;Non;Oui;http://mediatheque.mairie-pessac.fr/EXPLOITATION/Default/infomedia.aspx;05 57 93 67 07;44,799853;-0,643188;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Imprimante / Ordinateur / Scanner / Tablette / Vidéo-projecteur
17/04/2019;Médiathèque Jacques Rivière;Collectivité;Cenon;2, Avenue du Président Vincent Auriol - 33150 CENON;mediatheque-jriviere@ville-cenon.fr;;Médiathèque Jacques Rivière;;Non;Non;http://mediatheque.ville-cenon.fr;05 57 77 31 77;44,85524111;-0,520183354;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie;Accès Internet / Ordinateur
12/07/2019;Médiathèque Jean Cocteau Espace Multimédia -;Collectivité;Saint-Seurin-sur-l'Isle;4 avenue Georges Clémenceau - 33660 ST SEURIN SUR L ISLE;m.simonek@stseurinsurlisle.com;La médiathèque dispose d’un espace multimédia offrant un accès internet sécurisé et un programme d’ateliers pour un public débutant à plus confirmé grâce à un animateur multimédia qui accueille et répond aux demandes des usagers;Médiathèque Jean Cocteau;;Oui;Oui;http://www.mediatheque.stseurinsurlisle.com;05 24 24 01 01;45,0167;-0,001045;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre initié aux outils numériques;Accès Internet / Imprimante multi-fonctions / Ordinateur / Tablette
12/07/2019;Médiathèque Jean DEGOUL;Collectivité;Eysines;Centre culturel Le Plateau 2 Rue de l’église EYSINES;mediatheque@eysines.fr;"La Médiathèque est située au centre culturel Le Plateau. Plus de 28 000 œuvres (romans, albums, documentaires, BD, livres en gros caractères, revues, livres audio), 3 700 CD et 1 800 DVD y sont disponibles. L’inscription est gratuite pour les Eysinais (16,90€ pour les personnes extérieures à la commune).
Vous pouvez consulter le catalogue et réserver des ouvrages directement en ligne depuis le site de la médiathèque eysines-mediatheque.fr.
Votre adhésion à la médiathèque d’Eysines vous permet également d’avoir accès aux ressources numériques des bibliothèques de la métropole bordelaise : revues numériques, films, auto-formation, soutien scolaire…";Médiathèque Jean DEGOUL;;Non;Non;;05 56 57 84 86;44,880182;-0,65056;Porte du Médoc;Bordeaux Métropole;Accès à Internet en autonomie;Ordinateur
12/07/2019;Médiathèque LACANAU Ocean;Collectivité;Lacanau;Salle l’Escoure – Place de l'Europe - 33680 LACANAU;biblio.ocean@mairie-lacanau.fr;En dehors des horaires d'ouverture, une permanence téléphonique à la médiathèque de Lacanau-ville est ouverte tout la journée, tous les jours du mardi au samedi;Médiathèque LACANAU Ocean;;Non;Oui;http://lacanau.c3rb.org/;05 56 03 17 26;45,001784;-1,196431;Médoc;CC Médoc Atlantique;Accès à Internet en autonomie;Accès Internet / Ordinateur / Tablette
12/07/2019;Médiathèque Lacanau Ville;Collectivité;Lacanau;8 avenue de la Libération - 33680 LACANAU;biblio.ocean@mairie-lacanau.fr;;Médiathèque Lacanau Ville;;Non;Oui;http://lacanau.c3rb.org/;05 57 17 08 10;44,9780515;-1,0762938;Médoc;CC Médoc Atlantique;Accès à Internet en autonomie;Accès Internet / Ordinateur / Tablette
04/11/2019;Médiathèque La Source Le Bouscat;Collectivité;Le Bouscat;Place Gambetta Le Bouscat;contact@mairie-le-bouscat.fr;Horaires d'ouverture spécifiques sur la période estivale.;Médiathèque La Source Le Bouscat;;Non;Oui;mediatheque-bouscat.fr;;44,86582;-0,6007;Porte du Médoc;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Imprimante multi-fonctions / Ordinateur
12/07/2019;Médiathèque LE TAILLAN MEDOC;Collectivité;Le Taillan-Médoc;8 rue de Calavet - 33320 LE TAILLAN MEDOC;mediatheque@taillan-medoc.fr;Lieu de culture, d’échanges, de découverte, et d’information, la Médiathèque du Taillan-Médoc est ouverte à tous. Que vous souhaitiez lire un bon roman, feuilleter une revue, emprunter un film, faire des découvertes musicales, ou des recherches documentaires, ou encore jouer à des jeux vidéo, la Médiathèque répondra certainement à vos attentes.;Médiathèque LE TAILLAN MEDOC;;Non;Oui;http://www.mediatheque-taillan-medoc.fr;05 56 35 60 96;44,904122;-0,668751;Porte du Médoc;Bordeaux Métropole;Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Ordinateur / Tablette
17/04/2019;Médiathèque M.270 Maison des Savoirs partagés;Collectivité;Floirac;11 avenue Pierre et Marie Curie - 33270 FLOIRAC;mediatheque@ville-floirac33.fr;;Médiathèque M.270 Maison des Savoirs partagés;;Non;Non;http://www.ville-floirac33.fr/;05 57 80 90 62;44,836694;-0,517457;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie;Accès Internet / Ordinateur
12/07/2019;Médiathèque Maurice Druon Coutras;Collectivité;Coutras;15 rue Saint Jean 33230 COUTRAS;mediatheque@mairie-coutras.fr;Médiathèque de la Mairie de Coutras;Médiathèque Maurice Druon Coutras;;Non;Non;http://www.coutras.fr/fr/information/78073/la-mediatheque-maurice-druon;05 57 49 01 49;45,0406047;-0,129400052241338;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Tablette
12/07/2019;Médiathèque Michel Bézian Gujan-Mestras;Collectivité;Gujan-Mestras;Allée Mozart - 33470 GUJAN MESTRAS;biblio@ville-gujanmestras.fr;La médiathèque répond aux attentes de tous les publics avec une offre documentaire autour de la littérature, musique, vidéo, presse,  multimédia et jeu vidéo.;Médiathèque Michel Bézian Gujan-Mestras;;Oui;Oui;https://mediatheques.agglo-cobas.fr/gujanmestras;05 57 52 54 60;44,618237;-1,074385;Bassin;CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS);Accès à Internet en autonomie / Etre initié aux outils numériques;Accès Internet / Ordinateur
12/07/2019;Médiathèque municipale CASTILLON LA BATAILLE;Collectivité;Castillon-la-Bataille;4, Esplanade Marcel Jouanno - 33350 CASTILLON LA BATAILLE;media.clb@orange.fr;"La médiathèque est facilement accessible sur l’esplanade Marcel Jouanno. Son entrée est libre et gratuite pour toute personne désirant consulter sur place livres et revues. Installée dans le pôle socio-culturel, elle propose des espaces de lecture et d’animations sur une surface de 300 m2 ; un pôle  multimédia vient compléter l’ensemble.";Médiathèque municipale CASTILLON LA BATAILLE;;Non;Non;http://www.castillonlabataille.fr/la-mediatheque-municipale;05 57 56 40 30;44,85319231;-0,045405373;Libournais;CC Castillon/Pujols;Accès à Internet en autonomie;Ordinateur
13/05/2019;Médiathèque municipale CESTAS;Collectivité;Cestas;Place du Souvenir - 33610 CESTAS;numerique@mediatheque-cestas.fr;;Médiathèque municipale CESTAS;;Non;Oui;http://www.mediatheque-cestas.fr/-Multimedi-.html;05 57 83 53 11;44,742316;-0,685221;Graves;CC Jalle-Eau-Bourde;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Ordinateur / Vidéo-projecteur
12/12/2019;Médiathèque municipale de Martillac;Collectivité;Martillac;Place Marcel Vayssière - 33650 Martillac;bibliotheque@mairie-martillac.fr;"La médiathèque est un espace de 170 m2 composé d'un espace adulte, un espace jeunesse et un espace multimédia.
Possibilité de jouer à des jeux vidéo sur console et d'écouter des cd sur lecteurs portables.
Consultation sur place ainsi que l'emprunt des documents sont gratuits.
Chaque adhérent mineur ou majeur peut emprunter 6 documents et 2 cd pour une durée de trois semaines renouvelable une fois.
Ressources numériques accessibles sur biblio.gironde.
Ateliers multimédia";Médiathèque municipale de Martillac;;Non;Oui;https://martillac.bibli.fr/index.php;0616244586;44,7136;-0,543337999999949;Graves;CC de Montesquieu;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Accès Internet / Ordinateur / Tablette
07/05/2019;Médiathèque Municipale du Bois Fleuri;Collectivité;Lormont;Pôle culturel et sportif du Bois Fleuri, rue Lavergne, - 33310 LORMONT;mediatheque@ville-lormont.fr;;Médiathèque Municipale du Bois Fleuri;;Non;Oui;http://mediatheque.lormont.fr/;05 56 74 59 80;44,877091;-0,521491;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Ordinateur / Tablette / Vidéo-projecteur
28/11/2019;Médiathèque municipale  Le Chalet (Le Barp);Collectivité;Le Barp;32 avenue des Pyrénées - 33114 LE BARP;mediatheque@ville-le-barp.fr;"Pour tout public, adhérent ou non
Adhésion annuelle uniquement pour les emprunts de documents (9,70€)
Gratuit pour toute connexion
Accès libre avec signature de la charte à la première connexion";Médiathèque municipale  Le Chalet (Le Barp);;Non;Non;http://mediatheque.ville-le-barp.fr/search.php?action=Accueil;05 56 88 63 90;44,624728;-0,763586;Bassin;CC du Val de l'Eyre;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Accès Internet / Imprimante / Ordinateur / Photocopieuse / Tablette
12/07/2019;Médiathèque PODENSAC;Collectivité;Podensac;12 rue du Maréchal Leclerc de Hauteclocque - 33720 PODENSAC;mediatheque@cc-podensac.fr;"La médiathèque vous propose gratuitement divers types de ressources et de services que nous vous invitons à découvrir en consultant les rubriques dédiées :
    la presse
    un espace multimédia
    des animations et des ateliers bébés-lecteurs
    les films et de la musique
    des ressources numériques
    des possibilités d'auto-formation
    des livres en VO, en grands caractères, enregistrés sur CD, etc.

Il y en a pour tous les goûts et pour tous les âges, alors n’hésitez pas à venir nous rendre visite. A bientôt !";Médiathèque PODENSAC;;Non;Non;http://mediatheque.cc-podensac.fr/cc-podensac.fr/;05 56 27 01 58;44,649511;-0,358722;Sud Gironde;CC Convergence Garonne;;
12/07/2019;Médiathèque SALLEBOEUF;Collectivité;Salleboeuf;2 avenue des Vignes - 33370 SALLEBOEUF;mediatheque.salleboeuf@gmail.com;;Médiathèque SALLEBOEUF;;Non;Oui;http://www.salleboeuf.fr/index.cfm?PId=3025;05 56 78 35 26;44,843504;-0,385988;Hauts de Garonne;CC des Coteaux Bordelais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Ordinateur / Tablette / Wifi
12/07/2019;Médiathèque St André de Cubzac;Collectivité;Saint-André-de-Cubzac;25 bis rue Emile Dantagnan - 33240 ST ANDRE DE CUBZAC;mediatheque@saintandredecubzac.fr;Espace public dédié à la culture et à la connaissance;Médiathèque St André de Cubzac;;Non;Non;http://www.mediathequedesaintandredecubzac.fr;0557436739;44,9945;-0,445398999999952;Haute Gironde;CC du Grand Cubzaguais;Accès à Internet en autonomie;
12/07/2019;Médiathèque STE FOY LA GRANDE;Collectivité;Sainte-Foy-la-Grande;8, rue Jean Louis Faure - 33220 STE FOY LA GRANDE;mediatheque@saintefoylagrande.net;Etablissement de 500 m2 entièrement informatisé avec un accès public aux technologies de l'information et de la communication.;Médiathèque STE FOY LA GRANDE;;Non;Non;http://www.bm-saintefoylagrande.jimbo.com;05 57 46 29 70;44,841824;0,213898;Libournais;CC du Pays Foyen;Accès à Internet en autonomie;Accès Internet / Ordinateur / Tablette
12/07/2019;Médiathèque St MARIENS;Collectivité;Saint-Mariens;Place du 19 mars 1962 - 33620 SAINT-MARIENS;mediatheque.saintmariens@orange.fr;"Venez emprunter des livres (romans, BD, polars,albums, manga etc..) des cd, faire découvrir la lecture aux enfants et jouer à des jeux de société!
L'inscription est gratuite ( justificatif de domicile + pièce d'identité)";Médiathèque St MARIENS;;Non;Non;;05 57 32 27 85;45,1167;-0,404088;Haute Gironde;CC Latitude Nord Gironde;Accès à Internet en autonomie;
12/07/2019;Médiathèque TRESSES;Collectivité;Tresses;Bourg de Tresses - 33370 TRESSES;mediatheque@tresses.org;;Médiathèque TRESSES;;Non;Non;http://www.tresses.org/mediatheque-587;05 57 34 04 24;44,84743289;-0,464158262;Hauts de Garonne;CC des Coteaux Bordelais;Accès à Internet en autonomie;Accès Internet / Ordinateur / Tablette
12/07/2019;Médiathèque VENDAYS MONTALIVET;Collectivité;Vendays-Montalivet;11 Place de la Mairie - 33930 VENDAYS MONTALIVET;mediatheque@vendays-montalivet.fr;"de Septembre à Juin :
Lundi : 8h30 – 12h30 et 13h30 – 15h00
Mardi : 8h30 – 12h30 et 13h30 – 17h00
Mercredi : 8h30 – 12h30 et 13h30 – 17h00
Jeudi : 13h30 – 17h00
Vendredi : 8h30 – 12h30 et 13h30 – 15h00

de Juillet à Août :
lundi : 8h30 – 12h30 et 13h00 – 16h00 
mardi : 8h30 – 12h30 et 13h00 – 16h00 
mercredi : 8h30 – 12h30 et 13h00 – 16h00 
jeudi : 8h30 – 12h30 et 13h00 – 16h00 
vendredi : 8h30 – 12h30 et 13h00 – 16h00";Médiathèque VENDAYS MONTALIVET;;Non;Non;http://www.vendays-montalivet.fr/cultures-et-loisirs/mediatheque/;05 56 73 18 48;45,356819;-1,062384;Médoc;CC Médoc Atlantique;Accès à Internet en autonomie;Ordinateur
17/04/2019;Mission locale Avenir Jeunes;Association;Bordeaux;14 cours pasteur - 33000 BORDEAUX;contact@missionlocalebordeaux.fr;;Mission locale Avenir Jeunes;;Non;Non;http://www.missionlocalebordeaux.fr;05 56 79 97 20;44,835676;-0,57528;Bordeaux;Bordeaux Métropole;;
29/04/2019;Mission Locale de la Haute Gironde;Association;Blaye;17 rue Saint Simon - 33390 BLAYE;contact@mlhautegironde.org;Accompagne les jeunes de 16 à 25 ans en Haute Gironde : emploi, formation, santé, mobilité, logement, accès aux droits..;Mission Locale de la Haute Gironde;;Oui;Oui;http://www.mlhautegironde.org/;05 57 42 89 75;45,124372;-0,663589;Haute Gironde;CC de Blaye;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur
03/12/2019;Mission Locale des deux rives;Association;Cadillac;14/16, route de Branne - 33410 CADILLAC;anthony.ml2r@gmail.com;"Insertion sociale et professionnelle des Jeunes de 16 à 25 ans

Gratuit pour le public de la Mission Locale
Adhésion annuelle de 10€ pour les minima sociaux et 20€ pour les autres usagers";Mission Locale des deux rives;;Non;Oui;http://www.missionlocaledes2rives.com;05 57 98 02 98;44,636123;-0,318522;Sud Gironde;CC Convergence Garonne;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Scanner
28/11/2019;Mission Locale des Graves - Antenne de Pessac;Association;Pessac;2 Avenue Eugène et Marc Dulout- 33600 PESSAC;contact.pessac@@mldesgraves.fr;s'adresse aux 16-25 ans sur rendez-vous;Mission Locale des Graves - Antenne de Pessac;;Non;Oui;http://mldesgraves.wix.com/mlgraves;0556452461;44,8045;-0,632266;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Ordinateur
07/05/2019;Mission Locale des Hauts de Garonne;Collectivité;Cenon;54 Avenue Hubert Dubedout - 33150 CENON;mldeshautsdegaronne@orange.fr;;Mission Locale des Hauts de Garonne;;Non;Oui;http://www.missionslocales-aquitaine.fr/?page_id=549;05 57 77 31 00;44,847726;-0,506012;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Imprimante / Ordinateur / Scanner
16/05/2019;Mission Locale du Libournais;Association;Libourne;Les Berges de l’Isle.189 avenue Foch. 33500 Libourne;M.locale.libourne@wanadoo.fr;"Accueille les jeunes de 16 à 25 ans sortis du système scolaire pour les accompagner dans la construction de leur parcours social et professionnel.

Lundi, mardi, mercredi et vendredi 9h00-12h30/14h00-17h00
Jeudi 14h00-17h00 – Fermé le jeudi matin.

- 6 postes informatiques avec  accès internet et logiciels bureautiques
- 1 photocopieuse / imprimante noir & blanc

Accès Gratuit
Accès PMR";Mission Locale du Libournais;;Non;Non;http://www.missionlocale-libournais.org;05 57 51 71 27;44,9238416;-0,2407977;Libournais;CA du Libournais;Accès à Internet en autonomie;Accès Internet / Imprimante multi-fonctions
16/08/2019;Mission locale du Médoc;Association;Lesparre-Médoc;34, cours Jean Jaurès - 33340 LESPARRE MEDOC;contact@mlmedoc.org;"Relais de proximité pour les jeunes sortis du système scolaire.
Un accompagnement global est proposé :
- pour choisir et apprendre un métier,
- pour chercher un emploi,
- pour traiter des questions de la vie quotidienne (transports, santé, accès aux droits, logement, culture, sports, loisirs et numérique)";Mission locale du Médoc;;Non;Oui;http://www.mlmedoc.org/;05 56 41 06 12;45,305870511;-0,93417;Médoc;CC Médoc Coeur de Presqu'île;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Photocopieuse / Scanner
06/05/2019;Mission locale St SAVIN;Collectivité;Saint-Savin;7 rue du 8 mai 1945 - 33920 SAINT-SAVIN;;Accompagner les jeunes de 16 à 25 ans  : emploi, formation, santé, mobilité, logement, accès aux droits... La Mission Locale de la Haute Gironde accompagne les jeunes habitant en Haute Gironde dans leur démarches d’insertion professionnelle et sociale.;Mission locale St SAVIN;;Non;Non;www.mlhautegironde.org;05 57 58 01 56;45,139474;-0,446628;Haute Gironde;CC Latitude Nord Gironde;Accès à Internet en autonomie;Ordinateur
21/05/2019;Mission Locale Sud Gironde - Point Cyb;Association;Langon;44, cours Gambetta - 33210 LANGON;contact@mlsg.fr;"Accueil
     
    LA MLSG
      »
    Nos services
      »
    L’Espace Métiers
    Aquitaine
    La Garantie Jeunes
      »
    Entreprises
    & collectivités »
    Actualités
     
    Contact
     

La Mission Locale
La Mission Locale Sud-Gironde, exerce une mission de service public auprès des jeunes de 16 à 25 ans afin de favoriser leur insertion.	
Mission Locale Sud-Gironde	

Une structure associative
depuis 1996

Présente en Sud-Gironde depuis la création du réseau, la Mission Locale Sud-Gironde, exerce une mission de service public ayant pour objectif, de permettre à tous les jeunes de 16 à 25 ans de bénéficier d’une prise en charge de son parcours afin, de surmonter les difficultés qui font obstacle à leur insertion.

L’association membre du Service Public de l’Emploi relève de par la loi, du droit à l’accompagnement et au conseil pour tous demandeurs d’emploi ou tous salariés en phase de reconversion professionnelle.

Présidée par un élu local, c’est le Conseil d’Administration qui fixe les grandes orientations politiques de l’association. C’est en concertation avec les financeurs que s’élabore l’ensemble des stratégies institutionnelles ainsi que les projets de structure.

Point Cyb  :
    Accès Internet (naviguer, communiquer, rechercher….)
    Recherche d’informations sur tous les sujets qui peuvent intéresser les jeunes : emploi, formation, loisirs, transport, vie quotidienne….
    Accès gratuit et sans rendez-vous. Un animateur vous accompagne dans vos recherches.";Mission Locale Sud Gironde - Point Cyb;;Non;Non;http://mlsg.fr/le-point-cyb/;05 57 98 09 89;44,553196;-0,252449;Sud Gironde;CC du Sud Gironde;;
14/05/2019;Mission Locale Technowest;Association;Mérignac;9 rue Montgolfier - 33700 MERIGNAC;mission.locale.technowest@wanadoo.fr;"Présentes sur l'ensemble du territoire national, les missions locales exercent une mission de service public* de proximité avec pour objectif de permettre à tous les jeunes de 16 à 25 ans (sortis du système scolaire) de surmonter les difficultés qui font obstacle à leur insertion professionnelle et sociale.

Les missions locales accueillent, informent, orientent et accompagnent ";Mission Locale Technowest;;Non;Non;http://www.mltechnowest.com;05 56 47 14 07;44,854293;-0,653249;Porte du Médoc;Bordeaux Métropole;Etre accompagné dans ses démarches administratives;
02/12/2019;MSAP Créonnais;Association;Créon;32 rue amaury de craon - 33670 Créon;contact@lacabaneaprojets.fr;;Maison de services au public;Créonnais;Non;Non;http://www.lacabaneaprojets.fr/;05.57.34.42.52;44,774162;-0,347403;Hauts de Garonne;CC du Créonnais;;Photocopieuse
