"ID Exporter les données","Exporter les données","Horodateur","Nom SP","Statut","EPN","Nature","Ouverture","Mail SP","Adresse SP","CP","Commune","Tél SP","Site SP","Accès équipement","Type équipement","Fixe mobile équipement","Lieu mobilité équipement","Conditions accès équipement","Coût accès équipement","Horaires équipement","Médnum","Compétences médnum","Fixe mobile médnum","Lieu mobilité médnum","Conditions accès médnum","Accompagnement médnum","Coût accès médnum","Fréquence médnum","Horaires médnum","Démarches","Démarches spécifiques","Type démarches","Fixe mobile démarches","Lieu mobilité démarches","Conditions accès démarches","Accompagnement démarches","Coût accès démarches","Fréquence démarches","Horaires démarches","Stockage","Coût stockage","vente matériel","typé vente matériel","connaissance aptic","intéréssée aptic","connaissance picto","intéréssée picto","Publics spécifiques","Publics","Territoire","Quel territoire","PMR","Transports en commun","Collaboration","Autres structures partenaires","Autres offres","chéques APTIC","LIEN PICTO aptic","LIEN PICTO ACCES","PICTO","Latitude","Longitude"
"1592","médiathèque de ROBECQ","7/3/2019","médiathèque de ROBECQ","Public","Non","Bibliothèque - Médiathèque","mercredi de 14h à 17h, vendredi de17h à 19h et samedi de 9h à 12h","robecq@wanadoo.fr","166 rue de saint venant","62350","robecq","0321271474","","Oui","Un accès à un poste informatique connecté à internet","Dans un lieu d'accueil fixe","","Libre","Gratuit","ouverture médiathèque mercredi 14h à 17h , vendredi 17h à 19h et samedi 9h à 12h","Non","","","","","","","","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","","Gratuit","","","Non","","Non","","Oui","Oui nous sommes intéressés par la qualification #APTIC","","","Non","","Non","","Oui","Très difficile","Non","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","50,597036","2,562256"
"1593","médiathèque de saint hilaire cottes","7/3/2019","médiathèque de saint hilaire cottes","Public","Non","Bibliothèque - Médiathèque","lundi 15h à 18h , mercredi de 14h à 17h et samedi de 10h à 12h","bibliotheque-sthilaire@orange.fr","165, rue du 14 juillet","62120","saint hilaire cottes","0321629947","","Oui","Un accès à un poste informatique connecté à internet","Dans un lieu d'accueil fixe","","Libre","Gratuit","lundi 15h à18h mercredi de 14h à 17h samedi de 10h à 12h","Non","","","","","","","","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","","Gratuit","","","Non","","Non","","Non","Non, la qualification #APTIC ne nous intéresse pas","","","Non","","Non","","Oui","Très difficile","Non","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","50,571497","2,413648"
"1594","bibliothèque municipale","7/3/2019","bibliothèque municipale","Public","Oui","Bibliothèque - Médiathèque","jeudi de 9h30 à 12h et de 13h30 à 15h vendredi de 14h30 à 15h30 le samedi de 9h à 12h","bmfestubert62@ortange.fr","105 rue de Lille","62149","festubert","0321022601","","Oui","Un accès à un poste informatique connecté à internet, à un scanner et à une imprimante","Dans un lieu d'accueil fixe","","Libre","Gratuit","pendant les heures d'ouverture au public","Non","","","","","","","","","Non","","","","","","","","","","Non","","Non","","Non","Non, la qualification #APTIC ne nous intéresse pas","","","Oui","Tous ceux qui nous sollicitent","","","Oui","Difficile","Non","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto1.png","50,543929","2,737708"
"1595","ADEP","7/3/2019","ADEP","Privé","Oui","Association","du lundi au vendredi   9h30 - 12h   14h - 18h","secretariat@adep-roubaix.fr","94 rue Léon Marlot","59100","Roubaix","03.20.02.79.68","http://www.adep-roubaix.fr","Oui","Un accès à un poste informatique connecté à internet, à une tablette connectée à internet, à un scanner, à une imprimante","Dans un lieu d'accueil fixe","","Libre","En souscrivant à un abonnement ou une adhésion","du lundi au vendredi de 9h30 à 12h et de 14h à 19h30","Oui","L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), de services de création et de publication de contenus en ligne (graphisme, vidéo, blogs, sites...), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), de plateformes d'accès aux savoirs et à l'apprentissage (tutoriels, MOOC...), La sensibilisation aux cultures numériques (usages responsables, open data, protection des données, éthique, sécurisation, bonnes pratiques...), La fabrication d'objets numériques (robots, capteurs, langage numérique, imprimantes 3D...)","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","En souscrivant à un abonnement ou une adhésion","Quotidienne","Cela dépend des dispositifs sur les créneaux d'ouverture de l'ADEP .","Oui","Non, nous accompagnons tous types de démarches","Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Justice (Dépôt de plainte, casier judiciaire...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","Gratuit, En souscrivant à un abonnement ou une adhésion","Hebdomadaire","","Non","","Non","","Non","Eventuellement, mais nous souhaiterions recevoir des informations complémentaires sur la qualification #APTIC","","","Oui","Tous les publics","Non","","Non","Facile","Oui","Ville de Roubaix, Etat, Conseil Régional, Pôle emploi, MIE, Mission Locale, CCAS, Centres sociaux et structures d'accompagnement…..","","chéques #APTIC acceptés","https://www.aptic.fr/wp-content/uploads/2018/04/aptic-logo-retina-768x177.png","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,674261","3,192185"
"1596","Maison de Quartier de Wazemmes","8/3/2019","Maison de Quartier de Wazemmes","Public","Non","Centre social","Nous sommes ouverts tout le long de l'année lundi, mardi, mercredi, jeudi, vendredi (8h30-18h30), samedi (horaires changeants) et pendant les vacances scolaires (8h-17h30). Nous fermons généralement pour des jours fériés et un jour par an pour rangement de la structure.","maisondequartierdewazemmes@gmail.com","36, rue d'Eylau","59000","Lille","0320546080","https://www.maisondequartierdewazemmes.info/","Oui","Un accès à un poste informatique connecté à internet, à une tablette connectée à internet, à un scanner, à une imprimante","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","En souscrivant à un abonnement ou une adhésion","Accès libre : Lundi, mardi, jeudi matin (9h-12h30) et vacances scolaires Lundi, mardi, jeudi, vendredi matin (9h-12h)","Non","","","","","","","","","Oui","Oui, nous sommes spécialisés dans certaines démarches","Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Étrangers (Titres de séjour, attestation d'accueil...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","Individuel","En souscrivant à un abonnement ou une adhésion","Hebdomadaire","","Non","","Non","","Oui","Nous sommes déjà qualifiés #APTIC","","","Oui","","Non","","Oui","Très facile","Oui","","","chéques #APTIC acceptés","https://www.aptic.fr/wp-content/uploads/2018/04/aptic-logo-retina-768x177.png","https://pictoaccess.fr/widgets/poi?uid=e81db703-22ea-433d-bfc0-17720d4bfbf5","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","50,622945","3,048061"
"1597","MÉDIATHÈQUE MUNICIPALE DE RESSONS-LE-LONG","9/3/2019","MÉDIATHÈQUE MUNICIPALE DE RESSONS-LE-LONG","Public","Non","Bibliothèque - Médiathèque","Le mercredi 14h à 17h   Le vendredi 17h à 18h   Le samedi 10h à 11h30   Le 1er dimanche du mois de 10h00 à 11h30","mediatheque@ressonslelong.com","6 Grand'rue","02290","Ressons-le-Long","0323742112","http://mabib.fr/croqlivres","Oui","Un accès à un poste informatique connecté à internet, Un accès à une imprimante","Dans un lieu d'accueil fixe","","Libre","Gratuit","Le mercredi 14h à 17h   Le vendredi 17h à 18h   Le samedi 10h à 11h30   Le 1er dimanche du mois de 10h00 à 11h30","Oui","L'utilisation d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services de création et de publication de contenus en ligne (graphisme, vidéo, blogs, sites...)","Dans un lieu d'accueil fixe","","Libre, Sur réservation, inscription ou prise de rendez-vous","Individuel","Gratuit","Occasionnelle","","Oui","Non, nous accompagnons tous types de démarches","","Dans un lieu d'accueil fixe","","Libre, Sur réservation, inscription ou prise de rendez-vous","Individuel","Gratuit","Occasionnelle","","Non","","Non","","Non","Eventuellement, mais nous souhaiterions recevoir des informations complémentaires sur la qualification #APTIC","","","Oui","jeunes, demandeurs d'emploi, séniors","Oui","commune","Oui","Très facile","Oui","commune et pôle emploi","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,387687","3,148628"
"1598","Mission Locale Insertion Formation Emploi du Grand Amiénois","11/3/2019","Mission Locale Insertion Formation Emploi du Grand Amiénois","Mixte","Non","Commune (Ville, CCAS, Centre Culturel...)","Ouvert toute l'année / 8h45 - 12h30 / 13h30 - 17h30","mlife.grandamienois@mlifega.fr","10 rue Gresset","80004","AMIENS","0322500450","http://www.mlifega.fr","Oui","Un accès à un poste informatique connecté à internet, à un scanner et à une imprimante","Dans un lieu d'accueil fixe","","Libre","Gratuit","Tous les jours","Non","","","","","","","","","Oui","Oui, nous sommes spécialisés dans certaines démarches","Emploi (Recherche d'emploi, création d'entreprise...)","Dans un lieu d'accueil fixe","","Libre","Individuel, En groupe","Gratuit","Quotidienne","Tous les jours","Non","","Non","","Oui","Non, la qualification #APTIC ne nous intéresse pas","","","Non","","Oui","Territoire du Grand Amiénois","Oui","Très facile","Oui","Pôle Emploi","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","49,893914","2,29408"
"1599","MISSION LOCALE MONTREUIL COTE D'OPALE","11/3/2019","MISSION LOCALE MONTREUIL COTE D'OPALE","Privé","Non","Association","voir notre site internet","contact@missionlocale-mco.fr","rue de l'Echaud - BP 115","62170","MONTREUIL","0321867696","http://missionlocale-mco.fr/","Non","","","","","","","Oui","L'utilisation d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), des réseaux sociaux","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","En groupe","Gratuit","Mensuelle","","Oui","Oui, nous sommes spécialisés dans certaines démarches","Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Logement (Allocations logement, permis de construire, fin de bail...), Loisirs (Culture, sport, vie associative...)","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","Individuel","Gratuit","Occasionnelle","lors des entretiens individuels des Conseillers en Insertion Professionnelle avec les jeunes","Non","","Non","","Non","Eventuellement, mais nous souhaiterions recevoir des informations complémentaires sur la qualification #APTIC","","","Oui","Jeunes de 16 à 26 ans","Oui","CA2BM, une partie des 7 Vallées Comm et l'ancien canton d'Hucqueliers","Oui","Difficile","Oui","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto23.png","50,465786","1,764961"
"1600","BIBLIOTHEQUE MEDIATHEQUE DE COUCY","12/3/2019","BIBLIOTHEQUE MEDIATHEQUE DE COUCY","Public","Non","Bibliothèque - Médiathèque","ouvert lundi/mardi/mercredi/jeudi 15H30 18H30 uniquement fermée aux vacances de Noël","bibliotheque.coucy@gmail.com","Mairie 1er étage 1 rue du château","02380","COUCY LE CHATEAU AUFFRIQUE","0323521698","","Oui","Un accès à un poste informatique connecté à internet","Dans un lieu d'accueil fixe","","Libre","Gratuit","horaires de la bibliothèque","Non","","","","","","","","","Non","","","","","","","","","","Non","","Non","","Non","Eventuellement, mais nous souhaiterions recevoir des informations complémentaires sur la qualification #APTIC","","","Non","","Non","","Oui","Très difficile","Non","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto1.png","49,520248","3,323985"
"1601","Merci Bastien","13/3/2019","Merci Bastien","Privé","Non","Autre","Disponible du lundi au vendredi de 09h à 18h","bonjour@mercibastien.fr","22 rue d'Oran","59800","LILLE","0615379278","http://www.mercibastien.fr","Oui","Un accès à un poste informatique connecté à internet, Un accès à une tablette connectée à internet","Dans un lieu d'accueil mobile","Métropole Européenne de LIlle","Sur réservation, inscription ou prise de rendez-vous","En payant individuellement chaque prestation","Lundi - Vendredi / 09h-18h","Oui","L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), de services de création et de publication de contenus en ligne (graphisme, vidéo, blogs, sites...), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), de plateformes d'accès aux savoirs et à l'apprentissage (tutoriels, MOOC...), La sensibilisation aux cultures numériques (usages responsables, open data, protection des données, éthique, sécurisation, bonnes pratiques...)","Dans un lieu d'accueil mobile","Métropole Européenne de Lille","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","En payant individuellement chaque prestation","Quotidienne","Lundi - Vendredi / 09h-18h","Oui","Non, nous accompagnons tous types de démarches","Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)","Dans un lieu d'accueil mobile","Métropole Européenne de Lille `","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","En payant individuellement chaque prestation","Quotidienne","Lundi - Vendredi / 09h-18h","Non","","Non","","Non","Non, la qualification #APTIC ne nous intéresse pas","","","Oui","Séniors","Non","Métropole Européenne de Lille","Oui","Très facile","Oui","Autres acteurs privés de la médiation numérique","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,623623","3,092007"
"1602","ATELIER MEDIA","14/3/2019","ATELIER MEDIA","Public","Non","Bibliothèque - Médiathèque","LUNDI MARDI MERCREDI VENDREDI SALEDI 10H13H ET 15H-18H   AUCUNE FERMETURE EXCEPTIONNELLE","mediatheque@carvin.fr","place de la gare","62220","Carvin","0321747430","","Oui","Un accès à un poste informatique connecté à internet, à une tablette connectée à internet, à un scanner, à une imprimante","Dans un lieu d'accueil fixe","","Libre","Gratuit, En souscrivant à un abonnement ou une adhésion","lundi mardi mercredi vendredi samedi 10h-13h et 15h-18h","Oui","L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), de services de création et de publication de contenus en ligne (graphisme, vidéo, blogs, sites...), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), de plateformes d'accès aux savoirs et à l'apprentissage (tutoriels, MOOC...), La sensibilisation aux cultures numériques (usages responsables, open data, protection des données, éthique, sécurisation, bonnes pratiques...), La fabrication d'objets numériques (robots, capteurs, langage numérique, imprimantes 3D...), accompagnement aux recherches documentaires","Dans un lieu d'accueil fixe","","Libre, Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","Gratuit, En souscrivant à un abonnement ou une adhésion","Hebdomadaire","mardi et vendredi de 15h à 16h30 puis de 17h à 18h30","Oui","Non, nous accompagnons tous types de démarches","A la demande, de manière ponctuelle","Dans un lieu d'accueil fixe","","Libre","Individuel, En groupe","Gratuit, En souscrivant à un abonnement ou une adhésion","Quotidienne","lundi mardi mercredi vendredi samedi 10h-13h et 15h-18h","Oui","En souscrivant à un abonnement ou une adhésion","Non","","Oui","Oui nous sommes intéressés par la qualification #APTIC","","","Oui","séniors+ demandeurs d'empoi (partenariat conventionné avec Pôle emploi)","Oui","CAHC et au delà","Oui","Très facile","Oui","pôle emploi, lycée, collège, CCAS, services de la ville","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,491097","2,9531"
"1603","Bibliothèque de Beauchamps","14/3/2019","Bibliothèque de Beauchamps","Public","Non","Bibliothèque - Médiathèque","La bibliothèque est ouverte les lundis et jeudis, de 16h à 18h30 et les mercredi , de 14h à 16h.   La bibliothèque est fermée durant les congés de Noël et 3 semaines en août.","bibliotheque-beauchamps80@orange.fr","2 ter rue de la mairie","80770","Beauchamps","0322610464","http://bibliotheques.villes-soeurs.fr","Oui","Un accès à un poste informatique connecté à internet, Un accès à une imprimante","Dans un lieu d'accueil fixe","","Libre","Gratuit","les lundis et jeudis, de 16h à 18h30 et les mercredis, de 14h à 16h","Oui","L'utilisation d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives)","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","En groupe","En payant individuellement chaque prestation","Occasionnelle","","Non","","","","","","","","","","Non","","Non","","Oui","Eventuellement, mais nous souhaiterions recevoir des informations complémentaires sur la qualification #APTIC","","","Non","","Non","","Oui","Très difficile","Non","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,01776","1,510665"
"1604","Médiathèque Olympes de Gouges","15/3/2019","Médiathèque Olympes de Gouges","Public","Oui","Bibliothèque - Médiathèque","lundi mardi jeudi vendredi de 15h30 18h00, mercredi 9h00 12h00 13h30 18h00   samedi 10h00 12h00, 14h00 16h30","bibliotheque.verquin@orange.fr","rue C Martin","62131","Verquin","0321013483","","Oui","Un accès à un poste informatique connecté à internet, à un scanner et à une imprimante","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","En souscrivant à un abonnement ou une adhésion","horaires d ouverture de la Médiathèque","Non","","","","","","","","","Non","","","","","","","","","","Non","","Non","","Non","Non, la qualification #APTIC ne nous intéresse pas","","","Non","","Non","","Oui","Facile","Non","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto1.png","50,512188","2,630448"
"1605","Centre social La Rotonde","15/3/2019","Centre social La Rotonde","Public","Oui","Centre social","9h 12h 13h30 17h30","larotonde@ville-chateau-thierry.fr","3 rue Robert Lecart","02400","Chateau-Thierry","0323835918","","Oui","Un accès à un poste informatique connecté à internet, à un scanner et à une imprimante","Dans un lieu d'accueil fixe","","Libre","Gratuit","Tous les jours","Non","","","","","","","","","Oui","Non, nous accompagnons tous types de démarches","","Dans un lieu d'accueil fixe","","Libre","Individuel","Gratuit","Quotidienne","tous les jours","Non","","Non","","Non","Non, la qualification #APTIC ne nous intéresse pas","","","Oui","jeunes","Non","","Oui","Très facile","Oui","DRJSCS - Fédération des Centres Sociaux - Préfecture - CAF","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","49,048927","3,389194"
"1606","MSAP CCVO Ribemont","19/3/2019","MSAP CCVO Ribemont","Public","Non","Maison de Service au Public (MSAP)","lundi mardi jeudi vendredi 08h30 - 12h ry 13h30- 17h","msap.ccvo@orange.fr","12 place du château","02240","Ribemont","0323621522","http://CCVO.FR","Oui","Un accès à un poste informatique connecté à internet, à un scanner et à une imprimante","Dans un lieu d'accueil fixe","","Libre","Gratuit","pendant les heures d'ouverture","Oui","L'utilisation d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives)","Dans un lieu d'accueil fixe","","Libre, Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","Gratuit","Mensuelle","","Oui","Non, nous accompagnons tous types de démarches","Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Justice (Dépôt de plainte, casier judiciaire...), Étrangers (Titres de séjour, attestation d'accueil...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)","Dans un lieu d'accueil fixe","","Libre","Individuel, En groupe","Gratuit","Quotidienne","","Non","","Non","","Non","Eventuellement, mais nous souhaiterions recevoir des informations complémentaires sur la qualification #APTIC","","","Oui","séniors, jeunes, demandeurs d'emploi, handicapés....","Oui","Communauté de Communes du Val d'Oise","Oui","Très facile","Oui","CAF pole emploi CPAM DDGFIP","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,796356","3,458942"
"1607","Communauté de Communes des Campagnes de l'Artois","20/3/2019","Communauté de Communes des Campagnes de l'Artois","Public","Non","Intercommunalité (EPCI)","Voir site internet de la communauté","numerique@campagnesartois.fr","1050 avenue François Mitterrand","62810","Avesnes-le-Comte","0321220200","http://www.campagnesartois.fr","Oui","Un accès à un poste informatique connecté à internet, à une tablette connectée à internet, à un scanner, à une imprimante","Dans un lieu d'accueil fixe","","Libre","Gratuit","Toute la semaine","Oui","L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), de plateformes d'accès aux savoirs et à l'apprentissage (tutoriels, MOOC...), La sensibilisation aux cultures numériques (usages responsables, open data, protection des données, éthique, sécurisation, bonnes pratiques...), Découverte de la Réalité Virtuelle","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","Gratuit","Hebdomadaire","Toute la semaine","Oui","Non, nous accompagnons tous types de démarches","Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)","Dans un lieu d'accueil fixe","","Libre, Sur réservation, inscription ou prise de rendez-vous","Individuel","Gratuit","Hebdomadaire","Toute la semaine","Non","","Non","","Non","Non, la qualification #APTIC ne nous intéresse pas","","","Oui","Demandeurs d'emplois, publics en insertion","Oui","96 communes, territoire de l'intercommunalité","Oui","Très difficile","Oui","Conseil départemental, Région, médiathèque départementale, AFP2i, écoles du territoire, etc","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,283121","2,547798"
"1608","Emmaüs Connect","22/3/2019","Emmaüs Connect","Privé","Non","Association","9h30 - 12h30 / 14h - 18h (lundi-Vendredi) 10 - 12h (Samedi)","cslille@emmaus-connect.org","2 rue du Marché","59000","Lille","0180059880","https://emmaus-connect.org/","Oui","Un accès à un poste informatique connecté à internet, Un accès à une tablette connectée à internet","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","Gratuit","Mardi : 17h30 - 19h30 / Mercredi : 9h30 - 12h30 / Jeudi : 14h - 17h et 17h30 - 19h30 / Vendredi : 9h30 - 12h30 / Samedi : 10h - 12h","Oui","L'utilisation d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...)","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","Gratuit","Quotidienne","Mardi : 17h30 - 19h30 / Mercredi : 9h30 - 12h30 / Jeudi : 14h - 17h et 17h30 - 19h30 / Vendredi : 9h30 - 12h30 / Samedi : 10h - 12h","Non","","","","","","","","","","Non","","Oui","Principalement des téléphones et smartphones / un peu d'ordinateurs","Non","Oui nous sommes intéressés par la qualification #APTIC","","","Oui","Allocataires du RSA","Non","","Non","Très facile","Oui","CCAS, Centres Sociaux, Associations, collectivités","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,627614","3,050739"
"1609","Emmaüs Connect","22/3/2019","Emmaüs Connect","Public","Non","Association","9h30 - 12h30 / 14h - 18h (du lundi au vendredi)","roubaix@emmaus-connect.org","71 Avenue de Verdun","59100","Lille","0180059880","https://emmaus-connect.org/","Non","","","","","","","Oui","L'utilisation d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...)","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","Gratuit","Hebdomadaire","Vendredi : 10h - 12H (élargissement des créneaux horaires en cours)","Non","","","","","","","","","","Non","","Non","","Oui","Eventuellement, mais nous souhaiterions recevoir des informations complémentaires sur la qualification #APTIC","","","Oui","Demandeurs d'emploi","Non","","Oui","Facile","Oui","CCAS de Roubaix / Maison des Services de Roubaix / Mairie de Roubaix","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,684925","3,201315"
"1610","MAISON POUR TOUS BRASSENS","25/3/2019","MAISON POUR TOUS BRASSENS","Public","Oui","Commune (Ville, CCAS, Centre Culturel...)","ouvert du lundi au vendredi 8 heures à 17 heures toute l'année","maisonpourtous4@wanadoo.fr","Rue Paul Emile Victor","62138","AUCHY LES MINES","0321027300","http://auchylesmines.fr","Oui","Un accès à un poste informatique connecté à internet, à un scanner et à une imprimante","Dans un lieu d'accueil fixe","Maison pour tous Georges Brassens à AUCHY LES MINES","Libre","Gratuit","Du lundi au vendredi 10 heures à midi et 13 h 30 à 17 heures","Non","","","","","","","","","Oui","Non, nous accompagnons tous types de démarches","Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)","Dans un lieu d'accueil fixe","","Libre","Individuel","Gratuit","Quotidienne","du lundi au vendredi 10 heures à midi et 13 h 30 à 17 heures","Non","","Non","","Oui","Eventuellement, mais nous souhaiterions recevoir des informations complémentaires sur la qualification #APTIC","","","Non","","Non","","Oui","Facile","Oui","CAF, CPAM, POLE EMPLOI, PIJ","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","50,507901","2,780985"
