latitude;longitude;altitude;geometry;MATRICULE;DEPARTEMENT;lib_france_services;ADRESSE;COMPLEMENT.D.ADRESSE;insee_com;code_postal;lib_com;COMMUNE;LATITUDE;LONGITUDE;CONTACT.MAIL;TELEPHONE;h_lundi;h_mardi;h_mercredi;h_jeudi;h_vendredi;h_samedi;Commentaire.horaires;ITINERANCE;FORMAT_FS;X._groupe;Groupe;Goupe_France_Services_responsable;Goupe_Antennes;Labellisation;categorie
49.91176;2.30684;;Point;466;80;Amiens Nord;39 avenue de la Paix;;80021;80000;Amiens;AMIENS;49.91176;2.30684;msapamiensnord@amiens-metropole.com;03 22 66 10 28;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.91365;2.253536;;Point;467;80;Etouvie;3 place du Pays d'Auge;Les Coursives;80021;80000;Amiens;AMIENS;49.91365;2.253536;msapamiensetouvie@amiens-metropole.com;03 22 97 15 82;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
50.10796;1.855223;;Point;468;80;Abbeville;1 rue des Aubépines;;80001;80100;Abbeville;ABBEVILLE;50.10796;1.855223;mfsaubepine@ca-baiedesomme.fr;09 70 20 07 80;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.74269;3.076041;;Point;469;80;Ham;12 rue Louis Braille;;80410;80400;Ham;HAM;49.74269;3.076041;accueil@centresocialestsomme.fr;03 22 37 00 22;8:30 - 12:15 / 13:30 - 17:30;8:30 - 12:15 / 13:30 - 17:30;8:30 - 12:15 / 13:30 - 17:30 ;8:30 - 12:15 / 13:30 - 17:30 ;8:30 - 12:15 / 13:30 - 17:30 ;13:30 - 17:00 ;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.94291;2.155528;;Point;470;81;Albi rive droite;24 square Bonaparte;;81004;81000;Albi;ALBI;43.94291;2.155528;msap@mairie-albi.fr;05 63 49 15 00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.77612;2.191271;;Point;471;81;Centre Tarn;2 bis Boulevard Carnot;;81222;81120;Réalmont;REALMONT;43.77612;2.191271;france-services@centretarn.fr;05 63 79 21 27;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.65937;2.025173;;Point;472;81;Lautrécois-Pays d'Agout;Le Moulin;Maison du Pays;81286;81220;Serviès;SERVIES;43.65937;2.025173;france-services@cclpa.fr;05 63 70 52 67;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.7067;2.690667;;Point;473;81;Lacaune;8 rue Antoine Cambon;;81124;81230;Lacaune;LACAUNE;43.7067;2.690667;mfs@ccmlhl.fr;05 63 50 77 80;9:00 - 16:30;9:00 - 16:30;9:00 - 16:30;9:00 - 16:30;9:00 - 13:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.88871;2.45633;;Point;474;81;Alban;1 rue du sénateur Boularan;;81003;81250;Alban;ALBAN;43.88871;2.45633;accueil@ccmav.fr;05 63 79 26 70;8:30 - 12:30 / 14:00 - 17:30;8:30 - 12:30 / 14:00 - 17:30;8:30 - 12:30 / 14:00 - 17:30;8:30 - 12:30 / 14:00 - 17:30;8:30 - 12:30 / 14:00 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.25507;1.13499;;Point;475;82;Lauzerte;12 Rue du Millial 82110 Lauzerte;;82094;82110;Lauzerte;LAUZERTE;44.25507;1.13499;info-aqps@orange.fr;05 63 94 65 13;9:00 - 12:30 / 13:30 - 17:30;9:00 - 17:30;8:30 - 12:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.12838;1.241033;;Point;476;82;Lafrançaise;33 Rue Mary Lafon 82130 Lafrançaise;;82087;82130;Lafrançaise;LAFRANCAISE;44.12838;1.241033;contact@cc-payslafrancaisain.fr;05 63 65 91 90;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.82655;1.297306;;Point;477;82;Grisolles;9 rue François Faugères;;82075;82170;Grisolles;GRISOLLES;43.82655;1.297306;msap.grisolles@grandsud82.fr;;14:00 - 18:00;9:30 - 12:30 / 14:00 - 18:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 18:00;-;-;;;Espace labellisé;19;Grisolles;477;479;Espace labellisé 01/2020;FS
44.06426;1.023416;;Point;478;82;Saint-Nicolas-de-la-Grave;Place du Château;;82169;82210;Saint-Nicolas-de-la-Grave;ST NICOLAS DE LA GRAVE;44.06426;1.023416;franceservices@ville-stnicolas82.fr;05 63 04 18 71;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00;9:00 - 12:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.07487;1.516101;;Point;480;82;Négrepelisse;370 avenue du 8 mai 1945;;82134;82800;Nègrepelisse;NEGREPELISSE;44.07487;1.516101;msap@quercyvertaveyron.fr;05 63 30 90 90;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.28152;5.969501;;Point;481;83;Méounes-lès-Montrieux;12 Route de Brignoles;La Poste;83077;83136;Méounes-lès-Montrieux;MEOUNES LES MONTRIEUX;43.28152;5.969501;france-services.meounes-les-montrieux@laposte.fr;04 94 14 99 28;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.62396;6.692425;;Point;482;83;Pays de Fayence;159, Rue de la Comtesse de Villeneuve;Quartier la Ferrage;83055;83440;Fayence;FAYENCE;43.62396;6.692425;france-services@cc-paysdefayence.fr;04 94 39 09 10;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.23759;6.308961;;Point;485;83;Collobrières;Place de la Libération;La Poste;83043;83610;Collobrières;COLLOBRIERES;43.23759;6.308961;france-services.collobrieres@laposte.fr;04 94 48 07 66;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 16:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
43.62506;6.22323;;Point;486;83;Aups;33 bis Avenue Georges Clémenceau;Centre des Ressources;83007;83630;Aups;AUPS;43.62506;6.22323;;;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / Sur RDV : 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / Sur RDV : 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.05622;5.035623;;Point;489;84;Villemarie Carpentras;73 rue Pierre Parrocel;;84031;84200;Carpentras;CARPENTRAS;44.05622;5.035623;thierry.villemarie@yahoo.fr;04 90 67 08 62;8:30 - 17:00;9:00 - 12:30 / 14:00 - 18:30;9:00 - 12:30 / 14:00 - 17:00;8:30 - 17:00;-;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.09055;5.405906;;Point;492;84;Ventoux Sud - Sault;Quartier Mougne;;84123;84390;Sault;SAULT;44.09055;5.405906;msap@ccvs84.fr ;04 90 64 19 91;13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
46.39693;-1.02254;;Point;494;85;Sud Vendée Littoral;43 bis rue du 11 novembre;;85042;85450;Chaillé-les-Marais;CHAILLE LES MARAIS;46.39693;-1.02254;;;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.00507;4.878441;;Point;498;84;Sorgues;86 Avenue du Général de Gaulle ;;84129;84700;Sorgues;SORGUES;44.00507;4.878441;;04 86 19 90 60;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 16:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.70641;-1.03069;;Point;499;85;Chantonnay;Place de l’Hôtel de ville;;85051;85110;Chantonnay;CHANTONNAY;46.70641;-1.03069;contact@mfs-chantonnay.fr;02 51 36 88 87;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.64706;-0.74221;;Point;500;85;La Châtaigneraie;7 place de la république;;85059;85120;La Châtaigneraie;LA CHATAIGNERAIE;46.64706;-0.74221;emploi@ccplc.fr;;9:00 - 13:00 / 14:00 - 17:30;9:00 - 13:00 / 14:00 - 17:30;9:00 - 13:00 / 14:00 - 18:00;9:00 - 13:00 / 14:00 - 17:30;9:00 - 13:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.49346;-1.42539;;Point;504;85;Moutiers les Mauxfaits;2 rue du chemin de fer;;85156;85540;Moutiers-les-Mauxfaits;MOUTIERS LES MAUXFAITS;46.49346;-1.42539;msap@vendeegrandlittoral.fr;02 44 41 80 30;8:30 - 12:30 ;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 ;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 ;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.80465;-1.62079;;Point;505;85;Palluau;26 rue Georges Clemenceau;;85169;85670;Palluau;PALLUAU;46.80465;-1.62079;france-services@vieetboulogne.fr;02 51 98 51 21;-;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.77419;-0.84757;;Point;506;85;Pouzauges;La Fournière;Communauté de communes du pays de Pouzauges la Fournière;85182;85700;Pouzauges;POUZAUGES;46.77419;-0.84757;msap@paysdepouzauges.fr;02 51 57 53 93; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.58998;0.38297;;Point;507;86;PIMMS Poitiers Saint-Eloi;15 avenue de la fraternité;Quartier Saint Eloi;86194;86000;Poitiers;POITIERS;46.58998;0.38297;www.pimms.org;05 49 52 67 66;9:30 – 12:30;9:30 - 12:30 / 14:00 - 18:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.88095;-0.01969;;Point;508;86;Moncontour;30 rue Maxime Ridouard;;86161;86330;Moncontour;MONCONTOUR;46.88095;-0.01969;commune-de-moncontour2@orange.fr;05 49 22 88 86; 9:30 - 12:30 / 13:30 - 17:00; 9:30 - 12:00 / 14:00 - 16:00; 9:30 - 12:00; 9:30 - 12:30 / 13:30 - 17:00;9:30 - 12:00 / 14:00 - 16:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
45.65453;0.981322;;Point;511;87;Châlus;28 Avenue François Mittérrand;;87032;87230;Châlus;CHALUS;45.65453;0.981322;franceservices@paysdenexon-montsdechalus.fr;05 19 09 00 04;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.95292;1.406386;;Point;512;87;PIMMS d'Ambazac;2 Place de la Gare ;Bâtiment SNCF;87002;87240;Ambazac;AMBAZAC;45.95292;1.406386;ambazac@pimms.org;05 55 57 05 30;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
46.13268;1.277431;;Point;513;87;Châteauponsac;Place Ducoux;;87041;87290;Châteauponsac;CHATEAUPONSAC;46.13268;1.277431;msap.chateauponsac@orange.fr;05 44 25 60 66;14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.68115;1.183637;;Point;515;87;Nexon;5 Rue Jean-Jacques Rousseau;;87106;87800;Nexon;NEXON;45.68115;1.183637;franceservices.nexon@orange.fr;;14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.00242;6.264049;;Point;518;88;La Vôge-les-Bains;5 rue du Général Leclerc;;88029;88240;La Vôge-les-Bains;LA VOGE-LES-BAINS;48.00242;6.264049;jnfrancois@pays-epinal.fr;03 29 39 64 83;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;8:30 - 12:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
48.35525;5.681388;;Point;519;88;Neufchâteau;5 square d'Indochine;;88321;88300;Neufchâteau;NEUFCHATEAU;48.35525;5.681388;maisonfranceservices@ccov.fr;03 29 95 61 20;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.21026;6.716271;;Point;522;88;Bruyères;4 rue de la 36ème Division US;;88078;88600;Bruyères;BRUYERES;48.21026;6.716271;m.drouot@cc-bruyeres.fr;03 29 57 99 79;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 19:00;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;13:00 - 17:00;-;;;Espace labellisé;15;Bruyères;522;"521 ; 523";Espace labellisé 01/2020;FS
48.34018;6.634408;;Point;525;88;Rambervillers;1 place de la Gare;;88367;88700;Rambervillers;RAMBERVILLERS;48.34018;6.634408;edelong@pays-epinal.fr;03 29 29 03 88;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.88743;3.09557;;Point;526;89;Charny Orée de Puisaye;3 Route de Prunoy;;89086;89120;Charny Orée de Puisaye;CHARNY OREE DE PUISAYE;47.88743;3.09557;rsp@ccop.fr;03 86 80 54 09;8:00 - 12:00 / 13:45 - 17:30;8:00 - 12:00 / 13:45 - 17:30;8:00 - 12:00 / 13:45 - 17:30;8:00 - 12:00 / 13:45 - 17:30;8:00 - 12:00 / 13:45 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.16737;3.426606;;Point;530;89;Les Vallées de la Vanne;5 Route du Miroir;;89411;89320;Les Vallées de la Vanne;LES VALLEES DE LA VANNE;48.16737;3.426606;france-services@les-vallees-de-la-vanne.fr;03 73 74 95 86;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.2029;2.998647;;Point;531;89;Chéroy;13 Rue de Paris;;89100;89690;Chéroy;CHEROY;48.2029;2.998647;france-services.cheroy@laposte.fr;03 86 95 95 33;-;10:00 - 12:15 / 13:30 - 16:30;9:00 - 12:15 / 13:30 - 16:30;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.63315;2.430027;;Point;532;91;PIMMS Evry Cœur D'Essonne;407 Square Jacques Prévert;;91228;91000;Évry-Courcouronnes;EVRY;48.63315;2.430027;evry@pimms.org;01 16 91 81 81;9:30 - 12:30 / 13:30 - 18:00;9:30 - 12:30 / 13:30 - 18:00;13:30 - 18:00;9:30 - 12:30 / 13:30 - 18:00;9:30 - 12:30 / 13:30 - 18:00;9:30 - 12:30 ;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.437;2.165899;;Point;533;91;Sous-préfecture d'Etampes;4 Rue Van Loo;;91223;91150;Étampes;ETAMPES;48.437;2.165899;sp-etampes@essonne.gouv.fr ;;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
48.70408;2.363389;;Point;534;91;Athis Mons;3 Rue Pierre Bérégovoy;;91027;91200;Athis-Mons;ATHIS MONS;48.70408;2.363389;;;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 18:00;10:00 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:00 ;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.5862;2.24873;;Point;535;91;Coeur Essonne Agglomération;4 rue du Docteur Verdié ;;91021;91290;Arpajon;ARPAJON;48.5862;2.24873;msap@coeuressonne.fr;01 69 78 09 19;13:30 - 18:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 12:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 13:00 / 14:00 - 16:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.73224;2.226456;;Point;536;91;Igny;1 rue Jules Ferry ;;91312;91430;Igny;IGNY;48.73224;2.226456;lepatio@igny.fr;01 69 33 11 41;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.48284;2.35194;;Point;538;91;Communauté de communes du Val d’Essonne;Parvis des communautés;;91045;91610;Ballancourt-sur-Essonne;BALLANCOURT SUR ESSONNE;48.48284;2.35194;;;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.31107;2.000426;;Point;539;91;Angerville;Place du Général Leclerc ;;91016;91670;Angerville;ANGERVILLE;48.31107;2.000426;;;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.36035;2.125281;;Point;540;91;Saclas;19 Rue de la Mairie ;;91533;91690;Saclas;SACLAS;48.36035;2.125281;franceservices@mairie-saclas.fr;01 69 55 88 00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / Sur RDV : 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / Sur RDV : 13:30 - 17:00;8:00 - 12:00 / 13:30 - 16:00;8:00 - 12:00 ;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.70764;2.517446;;Point;543;91;Brunoy;101 Rue De Cerçay ;;91114;91800;Brunoy;BRUNOY;48.70764;2.517446;serviceformation@mairie-brunoy.fr;;8:45 - 12:00 / 13:45 - 17:30;8:45 - 12:00 / 13:45 - 17:30;8:30 - 12:00 ;8:45 - 12:00 / 13:45 - 17:30;8:45 - 12:00 / 13:45 - 17:30;8:30 - 12:00 ;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.73907;2.288935;;Point;544;92;PIMMS Antony;Place des Baconnets;;92002;92160;Antony;ANTONY;48.73907;2.288935;antony@pimms.org;;10:00 - 12:00 / 14:00 - 18:00;14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.93555;2.333265;;Point;546;92;Villeneuve-la-Garenne;28 Avenue de Verdun;;92078;92390;Villeneuve-la-Garenne;VILLENEUVE LA GARENNE;48.93555;2.333265;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.83887;2.556592;;Point;549;93;PIMMS Noisy-Le-Grand - Pavé-Neuf;11 - 15 Mail Fréderico Garcia;;93051;93160;Noisy-le-Grand;NOISY LE GRAND;48.83887;2.556592;noisy-le-grand@pimms.org;01 43 05 18 89;13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.94612;2.519219;;Point;550;93;PIMMS Sevran;4 allée de la Pérouse;;93071;93270;Sevran;SEVRAN;48.94612;2.519219;sevran@pimms.org;01 82 37 01 80;13:00 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.83616;2.482848;;Point;551;94;Nogent-sur-Marne;4 avenue de Lattre de Tassigny;;94052;94130;Nogent-sur-Marne;NOGENT SUR MARNE;48.83616;2.482848;;;9:00 - 12:15 / 14:00 - 16:00;9:00 - 12:15 / 14:00 - 16:00;9:00 - 12:15 / 14:00 - 16:00;9:00 - 12:00;9:00 - 12:15 / 14:00 - 16:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.97559;2.396632;;Point;552;95;PIMMS de Garges-Sarcelles;2 Avenue du Général de Gaulle;Gare SNCF;95268;95140;Garges-lès-Gonesse;GARGES LES GONESSE;48.97559;2.396632;garges-sarcelles@pimms.org;01 34 04 27 28;9:00 - 12:30 / 14:00 - 17:00;13:30 - 18:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.07739;1.927555;;Point;553;95;Vigny;1 Rue du General Leclerc;;95658;95450;Vigny;VIGNY;49.07739;1.927555;france-services.vigny@laposte.fr;01 34 48 60 31;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 16:00;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.04738;2.032933;;Point;554;95;PIMMS de Cergy;4 Place des Institutions;;95127;95800;Cergy;CERGY;49.04738;2.032933;cergy@pimms.org;01 34 22 18 10;9:30 - 12:30 / 13:30 - 17:30;9:30 - 12:30 / 13:30 - 17:30;13:30 - 17:30;9:30 - 12:30 / 13:30 - 17:30;9:30 - 12:30 / 13:30 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
14.46961;-61.0678;;Point;556;972;Les Anses d'Arlet;Rue case toto;Petite Anse;97202;97217;Les Anses-d'Arlet;LES ANSES D'ARLET;14.46961;-61.0678;msap@mairie-anse-arlet.fr;05 96 76 61 48;8:00 - 13:00 / 14:00 - 17:00;8:00 - 13:00;8:00 - 13:00 / 14:00 - 17:00;8:00 - 13:00;8:00 - 13:00;8:00 - 11:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
14.56146;-60.9527;;Point;557;972;Ducos;Résidence La Cannaie;Quartier Durivage;97207;97224;Ducos;DUCOS;14.56146;-60.9527;msap@mairie-ducos.fr;05 96 57 43 22;7:30 - 12:00 / 14:00 - 17:00;7:30 - 14:00;7:30 - 12:00 / 14:00 - 17:00;7:30 - 12:00 / 14:00 - 17:00;7:30 - 13:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
14.707;-61.1449;;Point;558;972;Le Morne Vert;Place de la chapelle;;97233;97226;Le Morne-Vert;LE MORNE VERT;14.707;-61.1449;france-services.le-morne-vert@laposte.fr;05 96 55 41 30;8:00 - 12:00 / 14:00 - 16:00;8:00 - 12:00 ;8:00 - 12:00 ;8:00 - 12:00 ;8:00 - 12:00 ;8:00 - 12:00 ;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
